steps,episode,total_return,episode_len,episode_return,raw_return,total_upright,best_episode
349,1,-23.600000000000065,349,-23.600000000000065,-23.600000000000065,0.0,0.0
742,2,-50.300000000000445,393,-26.70000000000011,-50.300000000000445,0.0,0.0
1539,3,-102.69999999999844,797,-52.400000000000475,-102.69999999999844,0.0,0.0
2021,4,-132.69999999999675,482,-30.000000000000156,-132.69999999999675,0.0,0.0
2846,5,-186.2999999999937,825,-53.60000000000049,-186.2999999999937,0.0,0.0
3266,6,-214.6999999999921,420,-28.400000000000134,-214.6999999999921,0.0,0.0
3532,7,-232.39999999999108,266,-17.69999999999998,-232.39999999999108,0.0,0.0
3749,8,-247.9999999999902,217,-15.59999999999996,-247.9999999999902,0.0,0.0
4026,9,-265.999999999992,277,-17.999999999999986,-265.999999999992,0.0,0.0
5027,10,-331.30000000000683,1001,-65.30000000000057,-331.30000000000683,0.0,0.0
5990,12,-392.4000000000207,527,-33.60000000000021,-392.4000000000207,0.0,0.0
7221,14,-474.0000000000393,621,-40.3000000000003,-474.0000000000393,0.0,0.0
9565,17,-616.8000000000749,544,-34.30000000000022,-616.8000000000749,14.0,0.0
10403,20,-675.1000000000881,190,-13.09999999999997,-675.1000000000881,14.0,0.0
14018,25,-913.8000000001424,640,-42.600000000000335,-913.8000000001424,14.0,0.0
16533,30,-1081.0000000001155,1001,-66.90000000000047,-1081.0000000001155,14.0,0.0
20895,40,-1373.3999999998496,317,-21.70000000000004,-1373.3999999998496,14.0,0.0
26343,50,-1732.399999999523,1001,-67.30000000000045,-1732.399999999523,14.0,0.0
31141,60,-2056.799999999228,233,-16.89999999999997,-2056.799999999228,14.0,0.0
36903,70,-2435.4999999988836,831,-53.40000000000049,-2435.4999999988836,14.0,0.0
41898,80,-2763.999999998585,426,-28.000000000000128,-2763.999999998585,14.0,0.0
48396,90,-3196.6999999981876,922,-59.700000000000635,-3196.6999999981876,18.0,0.0
54800,100,-3622.1999999978007,457,-29.800000000000153,-3622.1999999978007,18.0,0.0
65758,120,-4328.3999999981925,735,-49.40000000000043,-4328.3999999981925,43.0,0.0
75617,140,-4960.900000000566,349,-23.30000000000006,-4960.900000000566,63.0,0.0
89935,170,-5907.1000000040085,625,-41.30000000000032,-5907.1000000040085,63.0,0.0
108348,200,-7133.800000008471,1001,-68.2000000000004,-7133.800000008471,63.0,0.0
135081,250,-8917.80000001496,525,-34.40000000000022,-8917.80000001496,63.0,0.0
161789,300,-10674.100000021452,730,-48.10000000000041,-10674.100000021452,91.0,0.0
218251,400,-14419.200000035076,1001,-68.70000000000037,-14419.200000035076,91.0,0.0
275062,500,-18172.600000015715,784,-52.30000000000047,-18172.600000015715,124.0,0.0
326627,600,-21615.999999965607,326,-22.40000000000005,-21615.999999965607,124.0,0.0
379486,700,-25153.99999991408,550,-35.70000000000024,-25153.99999991408,127.0,0.0
435005,800,-28874.99999985993,1001,-66.80000000000048,-28874.99999985993,127.0,0.0
488867,900,-32469.99999980756,336,-22.40000000000005,-32469.99999980756,131.0,0.0
544234,1000,-36175.19999975364,435,-29.300000000000146,-36175.19999975364,131.0,0.0
