steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
34,1,-0.004705882352941176,34,-0.004705882352941176,1,0
68,2,-0.009999999999999993,34,-0.005294117647058822,2,0
102,3,-0.014705882352941164,34,-0.004705882352941176,3,0
136,4,-0.01970588235294116,34,-0.004999999999999999,4,0
170,5,-0.02441176470588233,34,-0.004705882352941176,5,0
204,6,-0.028529411764705855,34,-0.00411764705882353,6,0
238,7,-0.03352941176470588,34,-0.004999999999999999,7,0
272,8,-0.0382352941176471,34,-0.004705882352941176,8,0
306,9,-0.04294117647058833,34,-0.004705882352941176,9,0
340,10,-0.047647058823529556,34,-0.004705882352941176,10,0
408,12,-0.05794117647058849,34,-0.005588235294117646,12,0
476,14,-0.06823529411764728,34,-0.004999999999999999,14,0
578,17,-0.08323529411764709,34,-0.004999999999999999,17,0
680,20,-0.09970588235294099,34,-0.0070588235294117615,20,0
850,25,-0.12647058823529364,34,-0.005882352941176469,25,0
1020,30,-0.1514705882352945,34,-0.00411764705882353,30,0
1360,40,-0.19911764705882554,34,-0.0032352941176470593,40,0
1700,50,-0.24823529411765075,34,-0.005294117647058822,50,0
2040,60,-0.2955882352941229,34,-0.003529411764705883,60,0
2380,70,-0.34588235294118347,34,-0.006176470588235292,70,0
2720,80,-0.3976470588235382,34,-0.0038235294117647065,80,0
3060,90,-0.4458823529411869,34,-0.00411764705882353,90,0
3400,100,-0.4985294117647181,34,-0.006176470588235292,100,0
4080,120,-0.5938235294117624,34,-0.006176470588235292,120,0
4760,140,-0.693823529411747,34,-0.004999999999999999,140,0
5780,170,-0.8441176470587826,34,-0.004999999999999999,170,0
6800,200,-0.9973529411764059,34,-0.006176470588235292,200,0
8500,250,-1.2508823529410726,34,-0.005588235294117646,250,0
10200,300,-1.4994117647057401,34,-0.004705882352941176,300,0
13600,400,-2.01176470588214,34,-0.0038235294117647065,400,0
17000,500,-2.5117647058824404,34,-0.00411764705882353,500,0
20400,600,-3.0000000000003806,34,-0.004411764705882353,600,0
23800,700,-3.510294117647746,34,-0.00411764705882353,700,0
27200,800,-4.025588235295075,34,-0.004705882352941176,800,0
30600,900,-4.52352941176521,34,-0.004999999999999999,900,0
34000,1000,-5.01647058823535,34,-0.004411764705882353,1000,0
40800,1200,-6.032058823528544,34,-0.006470588235294115,1200,0
47600,1400,-7.03499999999822,34,-0.005588235294117646,1400,0
57800,1700,-8.540588235290969,34,-0.004411764705882353,1700,0
68000,2000,-10.02735294117197,34,-0.004705882352941176,2000,0
85000,2500,-12.510588235287358,34,-0.004411764705882353,2500,0
102000,3000,-15.030294117638007,34,-0.005882352941176469,3000,0
136000,4000,-20.05470588233932,34,-0.004999999999999999,4000,0
170000,5000,-25.025588235275976,34,-0.004705882352941176,5000,0
204000,6000,-30.002352941153802,34,-0.005588235294117646,6000,0
238000,7000,-34.99882352938455,34,-0.004705882352941176,7000,0
272000,8000,-39.972058823497676,34,-0.00411764705882353,8000,0
306000,9000,-44.95323529408138,34,-0.004705882352941176,9000,0
340000,10000,-49.96205882348859,34,-0.00411764705882353,10000,0
