steps,episode,total_return,episode_len,episode_return,total_regret
20,1,-8.0,20,-8.0,2.0
40,2,-4.0,20,4.0,4.0
60,3,0.0,20,4.0,6.0
80,4,2.0,20,2.0,6.0
100,5,0.0,20,-2.0,8.0
120,6,-8.0,20,-8.0,8.0
140,7,-6.0,20,2.0,8.0
160,8,-14.0,20,-8.0,8.0
180,9,-24.0,20,-10.0,10.0
200,10,-16.0,20,8.0,12.0
240,12,-10.0,20,4.0,16.0
280,14,-14.0,20,-4.0,18.0
340,17,-20.0,20,-8.0,22.0
400,20,-16.0,20,8.0,24.0
500,25,2.0,20,6.0,26.0
600,30,24.0,20,4.0,32.0
800,40,24.0,20,-8.0,46.0
1000,50,20.0,20,0.0,58.0
1200,60,16.0,20,-2.0,66.0
1400,70,-12.0,20,-2.0,74.0
1600,80,-22.0,20,-4.0,84.0
1800,90,-30.0,20,2.0,94.0
2000,100,-34.0,20,6.0,106.0
2400,120,-22.0,20,6.0,124.0
2800,140,-44.0,20,-2.0,152.0
3400,170,-40.0,20,-2.0,170.0
4000,200,-62.0,20,4.0,206.0
5000,250,-100.0,20,-2.0,258.0
6000,300,-86.0,20,0.0,308.0
8000,400,-58.0,20,-4.0,404.0
10000,500,-20.0,20,2.0,496.0
12000,600,58.0,20,-2.0,578.0
14000,700,58.0,20,4.0,692.0
16000,800,78.0,20,-8.0,780.0
18000,900,66.0,20,0.0,882.0
20000,1000,56.0,20,6.0,992.0
24000,1200,12.0,20,0.0,1216.0
28000,1400,-12.0,20,-2.0,1428.0
34000,1700,52.0,20,4.0,1754.0
40000,2000,86.0,20,-6.0,2036.0
50000,2500,80.0,20,2.0,2544.0
60000,3000,234.0,20,8.0,3020.0
80000,4000,114.0,20,2.0,4036.0
100000,5000,78.0,20,-4.0,5060.0
120000,6000,486.0,20,6.0,5994.0
140000,7000,450.0,20,-10.0,6984.0
160000,8000,638.0,20,-2.0,7974.0
180000,9000,764.0,20,2.0,8920.0
200000,10000,818.0,20,-10.0,9912.0
