steps,episode,total_return,episode_len,episode_return,total_regret
20,1,10.0,20,10.0,2.0
40,2,10.0,20,0.0,2.0
60,3,8.0,20,-2.0,2.0
80,4,6.0,20,-2.0,2.0
100,5,0.0,20,-6.0,4.0
120,6,0.0,20,0.0,6.0
140,7,-4.0,20,-4.0,6.0
160,8,-6.0,20,-2.0,6.0
180,9,-10.0,20,-4.0,6.0
200,10,-12.0,20,-2.0,6.0
240,12,-10.0,20,-4.0,8.0
280,14,-4.0,20,2.0,8.0
340,17,2.0,20,4.0,12.0
400,20,-8.0,20,-4.0,18.0
500,25,-2.0,20,-6.0,20.0
600,30,4.0,20,0.0,24.0
800,40,-8.0,20,2.0,36.0
1000,50,16.0,20,6.0,50.0
1200,60,12.0,20,2.0,64.0
1400,70,2.0,20,4.0,72.0
1600,80,12.0,20,6.0,84.0
1800,90,12.0,20,0.0,94.0
2000,100,8.0,20,6.0,108.0
2400,120,68.0,20,6.0,122.0
2800,140,74.0,20,0.0,148.0
3400,170,76.0,20,-6.0,178.0
4000,200,76.0,20,-8.0,212.0
5000,250,94.0,20,2.0,256.0
6000,300,126.0,20,2.0,298.0
8000,400,96.0,20,4.0,392.0
10000,500,126.0,20,10.0,496.0
12000,600,96.0,20,0.0,604.0
14000,700,-8.0,20,-4.0,718.0
16000,800,-22.0,20,-4.0,806.0
18000,900,-86.0,20,2.0,926.0
20000,1000,-50.0,20,0.0,1024.0
24000,1200,64.0,20,0.0,1202.0
28000,1400,146.0,20,-4.0,1424.0
34000,1700,146.0,20,-2.0,1716.0
40000,2000,194.0,20,0.0,2026.0
50000,2500,124.0,20,-6.0,2518.0
60000,3000,192.0,20,-4.0,3006.0
80000,4000,46.0,20,2.0,3950.0
100000,5000,-58.0,20,2.0,5016.0
120000,6000,210.0,20,2.0,5972.0
140000,7000,-168.0,20,-4.0,7016.0
160000,8000,-108.0,20,-2.0,8050.0
180000,9000,38.0,20,-2.0,9038.0
200000,10000,-360.0,20,4.0,10100.0
