steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
24,1,-0.004583333333333333,24,-0.004583333333333333,1,0
48,2,-0.010833333333333328,24,-0.00625,2,0
72,3,-0.016249999999999987,24,-0.005416666666666667,3,0
96,4,-0.02291666666666664,24,-0.006666666666666667,4,0
120,5,-0.028749999999999963,24,-0.005833333333333334,5,0
144,6,-0.033333333333333305,24,-0.004583333333333333,6,0
168,7,-0.040416666666666684,24,-0.007083333333333334,7,0
192,8,-0.045833333333333386,24,-0.005416666666666667,8,0
216,9,-0.052500000000000095,24,-0.006666666666666667,9,0
240,10,-0.0579166666666668,24,-0.005416666666666667,10,0
288,12,-0.06541666666666679,24,-0.0033333333333333335,12,0
336,14,-0.07458333333333336,24,-0.0037500000000000003,14,0
408,17,-0.08874999999999988,24,-0.0037500000000000003,17,0
480,20,-0.1041666666666664,24,-0.005833333333333334,20,0
600,25,-0.13249999999999967,24,-0.007083333333333334,25,0
720,30,-0.1533333333333335,24,-0.004583333333333333,30,0
960,40,-0.20458333333333467,24,-0.005833333333333334,40,0
1200,50,-0.2570833333333359,24,-0.00625,50,0
1440,60,-0.3079166666666704,24,-0.005416666666666667,60,0
1680,70,-0.3550000000000048,24,-0.005416666666666667,70,0
1920,80,-0.40333333333333926,24,-0.004583333333333333,80,0
2160,90,-0.45458333333334044,24,-0.004166666666666667,90,0
2400,100,-0.5025000000000078,24,-0.004166666666666667,100,0
2880,120,-0.6004166666666637,24,-0.002916666666666667,120,0
3360,140,-0.6962499999999865,24,-0.0025,140,0
4080,170,-0.8470833333333032,24,-0.004583333333333333,170,0
4800,200,-1.0033333333332868,24,-0.005833333333333334,200,0
6000,250,-1.2508333333333255,24,-0.004166666666666667,250,0
7200,300,-1.5050000000000319,24,-0.0037500000000000003,300,0
9600,400,-2.0075000000001104,24,-0.00625,400,0
12000,500,-2.5000000000001874,24,-0.004583333333333333,500,0
14400,600,-2.980416666666929,24,-0.004166666666666667,600,0
16800,700,-3.463750000000338,24,-0.005,700,0
19200,800,-3.967500000000417,24,-0.005,800,0
21600,900,-4.480416666666652,24,-0.0037500000000000003,900,0
24000,1000,-4.985833333332859,24,-0.005833333333333334,1000,0
28800,1200,-5.990416666665278,24,-0.005833333333333334,1200,0
33600,1400,-6.976249999997715,24,-0.0033333333333333335,1400,0
40800,1700,-8.428333333329729,24,-0.004166666666666667,1700,0
48000,2000,-9.912499999995045,24,-0.005,2000,0
60000,2500,-12.44416666665941,24,-0.005,2500,0
72000,3000,-14.957499999990457,24,-0.005416666666666667,3000,0
96000,4000,-19.97333333331923,24,-0.0037500000000000003,4000,0
120000,5000,-24.942499999981376,24,-0.005,5000,0
144000,6000,-29.920416666643515,24,-0.005416666666666667,6000,0
168000,7000,-34.90166666663899,24,-0.005416666666666667,7000,0
192000,8000,-39.87166666663447,24,-0.006666666666666667,8000,0
216000,9000,-44.900416666629894,24,-0.005416666666666667,9000,0
240000,10000,-49.932083333291985,24,-0.005416666666666667,10000,0
