steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-1000.0,1,-1000.0,2.0
2,2,-2000.0,1,-1000.0,4.0
3,3,-1000.0,1,1000.0,4.0
4,4,-2000.0,1,-1000.0,6.0
5,5,-3000.0,1,-1000.0,8.0
6,6,-4000.0,1,-1000.0,10.0
7,7,-5000.0,1,-1000.0,12.0
8,8,-6000.0,1,-1000.0,14.0
9,9,-7000.0,1,-1000.0,16.0
10,10,-8000.0,1,-1000.0,18.0
12,12,-8000.0,1,1000.0,20.0
14,14,-10000.0,1,-1000.0,24.0
17,17,-13000.0,1,-1000.0,30.0
20,20,-16000.0,1,-1000.0,36.0
25,25,-21000.0,1,-1000.0,46.0
30,30,-26000.0,1,-1000.0,56.0
40,40,-34000.0,1,-1000.0,74.0
50,50,-42000.0,1,-1000.0,92.0
60,60,-48000.0,1,-1000.0,108.0
70,70,-58000.0,1,-1000.0,128.0
80,80,-68000.0,1,-1000.0,148.0
90,90,-76000.0,1,-1000.0,166.0
100,100,-82000.0,1,-1000.0,182.0
120,120,-98000.0,1,-1000.0,218.0
140,140,-118000.0,1,-1000.0,258.0
170,170,-146000.0,1,-1000.0,316.0
200,200,-166000.0,1,-1000.0,366.0
250,250,-204000.0,1,-1000.0,454.0
300,300,-234000.0,1,-1000.0,534.0
400,400,-318000.0,1,-1000.0,718.0
500,500,-390000.0,1,-1000.0,890.0
600,600,-476000.0,1,-1000.0,1076.0
700,700,-564000.0,1,-1000.0,1264.0
800,800,-636000.0,1,-1000.0,1436.0
900,900,-718000.0,1,-1000.0,1618.0
1000,1000,-800000.0,1,-1000.0,1800.0
1200,1200,-964000.0,1,1000.0,2164.0
1400,1400,-1114000.0,1,1000.0,2514.0
1700,1700,-1342000.0,1,1000.0,3042.0
2000,2000,-1602000.0,1,-1000.0,3602.0
2500,2500,-2020000.0,1,-1000.0,4520.0
3000,3000,-2426000.0,1,-1000.0,5426.0
4000,4000,-3218000.0,1,-1000.0,7218.0
5000,5000,-4022000.0,1,-1000.0,9022.0
6000,6000,-4832000.0,1,-1000.0,10832.0
7000,7000,-5634000.0,1,-1000.0,12634.0
8000,8000,-6422000.0,1,-1000.0,14422.0
9000,9000,-7256000.0,1,-1000.0,16256.0
10000,10000,-8064000.0,1,-1000.0,18064.0
