steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
34,1,0.09817756935003034,34,0.09817756935003034,1,0
68,2,0.09288345170297159,34,-0.005294117647058822,2,0
102,3,0.08817756935003047,34,-0.004705882352941176,3,0
136,4,0.08317756935003054,34,-0.004999999999999999,4,0
170,5,0.07788345170297178,34,-0.005294117647058822,5,0
204,6,0.07376580464414831,34,-0.00411764705882353,6,0
238,7,0.06876580464414837,34,-0.004999999999999999,7,0
272,8,0.06405992229120726,34,-0.004705882352941176,8,0
306,9,0.05876580464414841,34,-0.005294117647058822,9,0
340,10,0.05405992229120719,34,-0.004705882352941176,10,0
408,12,0.043765804644148254,34,-0.005588235294117646,12,0
476,14,0.033177569350030495,34,-0.004999999999999999,14,0
578,17,0.018177569350030492,34,-0.004999999999999999,17,0
680,20,-1.4592683136888072,34,-0.0070588235294117615,20,0
850,25,-0.9440490473678818,34,-0.005882352941176469,25,0
1020,30,-0.9684608120737603,34,-0.004411764705882353,30,0
1360,40,-1.4352364236049548,34,-0.004999999999999999,39,0
1700,50,-0.6236500783561771,34,0.264078744414972,48,0
2040,60,-3.114362580297728,34,-1.5873526792464832,58,0
2380,70,-3.4778515190615646,34,-0.006176470588235292,68,0
2720,80,-3.678853945192703,34,-0.006470588235294115,77,0
3060,90,-3.3036402664813194,34,-1.2368025408185643,87,0
3400,100,-5.058691384159368,34,-0.006176470588235292,97,0
4080,120,-5.755755387352481,34,-0.006470588235294115,117,0
4760,140,-7.63689359110473,34,-0.004999999999999999,137,0
5780,170,-7.904350603895662,34,-0.004999999999999999,167,0
6800,200,-8.182604889684097,34,-0.006764705882352938,197,0
8500,250,-7.974169477351826,34,-0.005588235294117646,244,0
10200,300,-4.2024144879968,34,-0.004705882352941176,294,0
13600,400,-4.809118615961906,34,0.07718342835340053,393,0
17000,500,-5.469223484122278,34,0.7655934034169573,489,0
20400,600,-9.41283408536242,34,-0.004411764705882353,587,0
23800,700,-15.012563946546065,34,-0.00411764705882353,684,0
27200,800,-15.260920782577985,34,-0.004705882352941176,779,0
30600,900,-16.183011035742467,34,-0.005294117647058822,876,0
34000,1000,-15.97416949155399,34,-0.49395624513762876,972,0
40800,1200,-15.695787065299024,34,-0.006470588235294115,1166,0
47600,1400,-5.670298203835766,34,-0.005588235294117646,1360,0
57800,1700,1.1789159982874948,34,-0.004411764705882353,1646,0
68000,2000,-5.71739328893474,34,-0.004999999999999999,1941,0
85000,2500,-13.120343820932696,34,-0.004999999999999999,2421,0
102000,3000,-9.801013573875546,34,-0.005882352941176469,2909,0
136000,4000,-16.3205954108322,34,-0.004999999999999999,3871,0
170000,5000,-2.575167041080156,34,-0.004999999999999999,4852,0
204000,6000,-17.35729061339787,34,-0.005588235294117646,5825,0
238000,7000,-20.910928729500892,34,0.8917136208433425,6801,0
272000,8000,-8.86213876771463,34,-0.00411764705882353,7763,0
306000,9000,-20.94740027820428,34,-0.005294117647058822,8731,0
340000,10000,-20.790787131978142,34,-0.00411764705882353,9709,0
