steps,episode,total_return,episode_len,episode_return,total_regret
20,1,4.0,20,4.0,2.0
40,2,2.0,20,-2.0,2.0
60,3,0.0,20,-2.0,4.0
80,4,-2.0,20,-2.0,6.0
100,5,2.0,20,4.0,8.0
120,6,0.0,20,-2.0,10.0
140,7,8.0,20,8.0,10.0
160,8,4.0,20,-4.0,12.0
180,9,-2.0,20,-6.0,14.0
200,10,-2.0,20,0.0,14.0
240,12,-12.0,20,-6.0,14.0
280,14,-4.0,20,0.0,18.0
340,17,-12.0,20,-2.0,22.0
400,20,8.0,20,12.0,26.0
500,25,4.0,20,0.0,26.0
600,30,-10.0,20,-2.0,32.0
800,40,-4.0,20,2.0,40.0
1000,50,8.0,20,4.0,48.0
1200,60,-6.0,20,-6.0,58.0
1400,70,20.0,20,4.0,68.0
1600,80,10.0,20,8.0,76.0
1800,90,-4.0,20,-6.0,92.0
2000,100,-2.0,20,-6.0,104.0
2400,120,10.0,20,0.0,126.0
2800,140,14.0,20,6.0,150.0
3400,170,18.0,20,-2.0,184.0
4000,200,38.0,20,0.0,220.0
5000,250,42.0,20,10.0,272.0
6000,300,96.0,20,2.0,318.0
8000,400,4.0,20,-10.0,426.0
10000,500,62.0,20,6.0,516.0
12000,600,40.0,20,2.0,594.0
14000,700,4.0,20,6.0,714.0
16000,800,80.0,20,2.0,816.0
18000,900,-10.0,20,-8.0,912.0
20000,1000,-90.0,20,0.0,1016.0
24000,1200,-124.0,20,-2.0,1210.0
28000,1400,-156.0,20,-2.0,1422.0
34000,1700,-172.0,20,4.0,1728.0
40000,2000,-92.0,20,0.0,2022.0
50000,2500,96.0,20,0.0,2528.0
60000,3000,-24.0,20,-4.0,3052.0
80000,4000,-54.0,20,-2.0,4086.0
100000,5000,48.0,20,2.0,5100.0
120000,6000,128.0,20,0.0,6020.0
140000,7000,174.0,20,-4.0,6998.0
160000,8000,76.0,20,-6.0,7986.0
180000,9000,-42.0,20,0.0,8980.0
200000,10000,-390.0,20,0.0,10012.0
