steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
62,1,0.06100000000000005,62,0.06100000000000005,61.0,61.0
177,2,0.17500000000000013,115,0.11400000000000009,175.0,114.0
261,3,0.2580000000000002,84,0.08300000000000006,258.0,114.0
326,4,0.32200000000000023,65,0.06400000000000004,322.0,114.0
422,5,0.4170000000000003,96,0.09500000000000007,417.0,114.0
489,6,0.4830000000000004,67,0.06600000000000004,483.0,114.0
544,7,0.5370000000000004,55,0.05400000000000004,537.0,114.0
611,8,0.6030000000000004,67,0.06600000000000004,603.0,114.0
714,9,0.7050000000000005,103,0.10200000000000008,705.0,114.0
777,10,0.7670000000000006,63,0.06200000000000005,767.0,114.0
884,12,0.8720000000000007,64,0.06300000000000004,872.0,114.0
1011,14,0.9970000000000008,74,0.07300000000000005,997.0,114.0
1227,17,1.2099999999999775,56,0.05500000000000004,1210.0,114.0
1453,20,1.432999999999953,55,0.05400000000000004,1433.0,114.0
1891,25,1.8659999999999053,75,0.07400000000000005,1866.0,116.0
2419,30,2.388999999999848,135,0.1340000000000001,2389.0,182.0
3234,40,3.1939999999997593,84,0.08300000000000006,3194.0,182.0
3925,50,3.8749999999996843,86,0.08500000000000006,3875.0,182.0
4648,60,4.587999999999867,122,0.1210000000000001,4588.0,182.0
5458,70,5.388000000000134,95,0.09400000000000007,5388.0,182.0
6219,80,6.139000000000385,42,0.04100000000000003,6139.0,182.0
7005,90,6.915000000000644,60,0.059000000000000045,6915.0,182.0
7957,100,7.8570000000009586,96,0.09500000000000007,7857.0,182.0
9715,120,9.595000000000121,60,0.059000000000000045,9595.0,182.0
11584,140,11.443999999999097,67,0.06600000000000004,11444.0,216.0
13868,170,13.697999999997847,85,0.08400000000000006,13698.0,216.0
16148,200,15.9479999999966,48,0.047000000000000035,15948.0,216.0
20024,250,19.774000000001184,50,0.04900000000000004,19774.0,216.0
24152,300,23.852000000006168,127,0.12600000000000008,23852.0,216.0
32359,400,31.959000000016076,130,0.1290000000000001,31959.0,216.0
40119,500,39.618999999998366,58,0.057000000000000044,39619.0,216.0
48112,600,47.51199999997997,62,0.06100000000000005,47512.0,248.0
56487,700,55.786999999960685,66,0.06500000000000004,55787.0,248.0
64602,800,63.801999999942005,170,0.16900000000000012,63802.0,248.0
72441,900,71.54099999997754,64,0.06300000000000004,71541.0,248.0
80796,1000,79.79600000001696,116,0.11500000000000009,79796.0,248.0
