steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
30,1,-0.005666666666666666,30,-0.005666666666666666,0,0
60,2,-0.009666666666666664,30,-0.004000000000000001,1,0
90,3,-0.014333333333333326,30,-0.004666666666666667,2,0
120,4,-0.02000000000000001,30,-0.005666666666666666,3,0
150,5,-0.026000000000000037,30,-0.005999999999999999,4,0
180,6,-0.02966666666666672,30,-0.0036666666666666675,5,0
210,7,-0.03466666666666671,30,-0.005,6,0
240,8,-0.039333333333333345,30,-0.004666666666666667,7,0
270,9,-0.5507528242816925,30,-0.5114194909483591,8,0
300,10,-0.5557528242816919,30,-0.005,9,0
360,12,0.6607828935088768,30,1.2202023844572345,11,0
420,14,0.6517828935088777,30,-0.004333333333333334,13,0
510,17,0.6361162268422128,30,-0.005,16,0
600,20,0.6207828935088812,30,-0.005666666666666666,19,0
750,25,1.6779651830986455,30,-0.005333333333333333,24,0
900,30,1.6741929009637444,30,-0.005666666666666666,29,0
1200,40,2.2353147721792253,30,-0.005,39,0
1500,50,2.8198367327573752,30,-0.005,49,0
1800,60,2.6932469249502464,30,-0.003333333333333334,59,0
2100,70,0.9655638770457347,30,-0.005333333333333333,69,0
2400,80,-0.19091780166609498,30,-0.004333333333333334,79,0
2700,90,-0.37074183407963657,30,-0.004000000000000001,89,0
3000,100,-0.7676157362583569,30,-0.005666666666666666,98,0
3600,120,-2.30945815637722,30,-0.0036666666666666675,117,0
4200,140,-3.1601225169441745,30,-1.3437989920019566,135,0
5100,170,-5.160922295406665,30,-0.0076666666666666645,164,0
6000,200,-4.579667615917078,30,-0.005333333333333333,193,0
7500,250,-3.5627470109365,30,-0.26049207560400783,242,0
9000,300,-4.0898003143604615,30,-0.005999999999999999,290,0
12000,400,-8.005575941258131,30,-0.005,388,0
15000,500,-4.073275190340276,30,-0.005666666666666666,485,0
18000,600,-8.208195021962906,30,-0.004000000000000001,580,0
21000,700,-8.043076314628083,30,-0.005,673,0
24000,800,-1.7986023333981604,30,-0.004666666666666667,770,0
27000,900,-1.2700475894644057,30,-0.004666666666666667,866,0
30000,1000,1.0814954498281062,30,-0.003333333333333334,964,0
36000,1200,-3.764850217206472,30,-0.004000000000000001,1161,0
42000,1400,-13.658862247273674,30,-0.005333333333333333,1355,0
51000,1700,-14.12867219249252,30,-0.004666666666666667,1647,0
60000,2000,-20.947024042928494,30,-0.004000000000000001,1938,0
75000,2500,-14.594393933766813,30,-0.005666666666666666,2425,0
90000,3000,-22.425905871466483,30,-0.15469124847363955,2915,0
120000,4000,-27.593270975428723,30,-0.004666666666666667,3875,0
150000,5000,-27.115461470010462,30,0.6680842948730441,4845,0
180000,6000,-25.580317404902072,30,-0.004000000000000001,5805,0
210000,7000,-30.81531365998252,30,1.8412348980275834,6777,0
240000,8000,-17.812247452152285,30,-0.005999999999999999,7743,0
270000,9000,-16.29431992478453,30,-0.003333333333333334,8710,0
300000,10000,-9.607681776381508,30,-0.004333333333333334,9680,0
