steps,episode,total_return,episode_len,episode_return,total_regret
20,1,10.0,20,10.0,2.0
40,2,4.0,20,-6.0,4.0
60,3,6.0,20,2.0,4.0
80,4,10.0,20,4.0,4.0
100,5,16.0,20,6.0,4.0
120,6,18.0,20,2.0,4.0
140,7,16.0,20,-2.0,4.0
160,8,20.0,20,4.0,6.0
180,9,20.0,20,0.0,8.0
200,10,12.0,20,-8.0,8.0
240,12,10.0,20,-2.0,10.0
280,14,16.0,20,6.0,12.0
340,17,30.0,20,2.0,12.0
400,20,20.0,20,-6.0,18.0
500,25,20.0,20,4.0,24.0
600,30,28.0,20,-2.0,30.0
800,40,24.0,20,-2.0,40.0
1000,50,28.0,20,4.0,46.0
1200,60,24.0,20,-4.0,58.0
1400,70,46.0,20,0.0,68.0
1600,80,28.0,20,4.0,72.0
1800,90,24.0,20,0.0,84.0
2000,100,20.0,20,2.0,98.0
2400,120,8.0,20,-2.0,116.0
2800,140,36.0,20,4.0,136.0
3400,170,86.0,20,-2.0,170.0
4000,200,96.0,20,-4.0,188.0
5000,250,48.0,20,8.0,234.0
6000,300,50.0,20,-6.0,284.0
8000,400,46.0,20,-2.0,376.0
10000,500,28.0,20,-10.0,488.0
12000,600,102.0,20,4.0,564.0
14000,700,146.0,20,0.0,660.0
16000,800,48.0,20,-8.0,770.0
18000,900,-18.0,20,0.0,866.0
20000,1000,76.0,20,-2.0,954.0
24000,1200,118.0,20,2.0,1128.0
28000,1400,184.0,20,-4.0,1324.0
34000,1700,198.0,20,0.0,1616.0
40000,2000,278.0,20,0.0,1914.0
50000,2500,248.0,20,2.0,2416.0
60000,3000,364.0,20,2.0,2888.0
80000,4000,504.0,20,6.0,3876.0
100000,5000,384.0,20,-2.0,4854.0
120000,6000,642.0,20,-6.0,5896.0
140000,7000,482.0,20,10.0,6930.0
160000,8000,508.0,20,-4.0,7940.0
180000,9000,508.0,20,2.0,8886.0
200000,10000,568.0,20,-8.0,9860.0
