steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
70,1,77.3862529250693,70,77.3862529250693,69.0,69.0
173,2,173.6225674693224,103,96.23631454425318,171.0,102.0
251,3,261.28513912783745,78,87.66257165851509,248.0,102.0
311,4,329.7719611364663,60,68.48682200862875,307.0,102.0
377,5,391.4526973305168,66,61.680736194050446,372.0,102.0
442,6,474.1562125809541,65,82.7035152504374,436.0,102.0
486,7,514.6257540587602,44,40.46954147780587,479.0,102.0
556,8,590.1259645483532,70,75.50021048959299,548.0,102.0
634,9,651.3177276013433,78,61.19176305298975,625.0,102.0
698,10,722.0066474365934,64,70.6889198352503,688.0,102.0
847,12,867.0282336032122,80,71.71998932968324,835.0,102.0
1006,14,1004.0228268781254,88,81.74318078285694,992.0,102.0
1272,17,1294.0963095507577,111,115.16395023013725,1255.0,110.0
1470,20,1509.427551637334,59,61.02681749538499,1450.0,110.0
1885,25,1956.8170203199309,80,94.3870400979133,1860.0,110.0
2266,30,2391.0953021963915,80,93.64711852519628,2236.0,115.0
3220,40,3351.367681596893,80,78.53753663024705,3180.0,182.0
3899,50,4048.293583997664,101,101.78414142887907,3849.0,182.0
4781,60,4904.5369930134175,63,64.32692583528541,4721.0,182.0
5576,70,5634.254858582505,137,141.9011410909151,5506.0,182.0
6430,80,6446.8410485268405,137,128.0437746055855,6350.0,182.0
7184,90,7162.687937267594,106,94.01755464206518,7094.0,182.0
7965,100,7970.927264473188,105,111.98877154050926,7865.0,182.0
9791,120,9780.261133574964,113,111.98008664061078,9671.0,182.0
11278,140,11223.853874867775,63,65.40216419443342,11138.0,182.0
13826,170,13709.425698702018,96,79.06279492361224,13656.0,182.0
16200,200,16072.60438944633,80,76.60395910302448,16000.0,182.0
20316,250,20206.672250985226,64,54.503225011780295,20066.0,182.0
24207,300,24013.893199576385,67,53.09430885217514,23907.0,182.0
32162,400,32048.59555676251,45,43.436659085398325,31762.0,219.0
39765,500,39628.708273476994,37,33.27189768306316,39265.0,219.0
47918,600,47694.80557441437,105,115.23655058428308,47318.0,219.0
55804,700,55476.060051761815,70,73.31197580667373,55104.0,239.0
63876,800,63403.94405373664,88,84.50619879134187,63076.0,239.0
71353,900,70878.96081722608,65,78.43504435793815,70453.0,239.0
79199,1000,78651.8872996649,103,105.51509501450806,78199.0,239.0
