steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
62,1,61.0,62,61.0,61.0,61.0
195,2,193.0,133,132.0,193.0,132.0
382,3,379.0,187,186.0,379.0,186.0
454,4,450.0,72,71.0,450.0,186.0
522,5,517.0,68,67.0,517.0,186.0
613,6,607.0,91,90.0,607.0,186.0
707,7,700.0,94,93.0,700.0,186.0
778,8,770.0,71,70.0,770.0,186.0
825,9,816.0,47,46.0,816.0,186.0
876,10,866.0,51,50.0,866.0,186.0
1095,12,1083.0,119,118.0,1083.0,186.0
1241,14,1227.0,63,62.0,1227.0,186.0
1442,17,1425.0,50,49.0,1425.0,186.0
1728,20,1708.0,81,80.0,1708.0,186.0
2089,25,2064.0,46,45.0,2064.0,186.0
2482,30,2452.0,121,120.0,2452.0,186.0
3192,40,3152.0,74,73.0,3152.0,186.0
3857,50,3807.0,51,50.0,3807.0,186.0
4659,60,4599.0,68,67.0,4599.0,186.0
5694,70,5624.0,98,97.0,5624.0,186.0
6818,80,6738.0,92,91.0,6738.0,205.0
7687,90,7597.0,102,101.0,7597.0,205.0
8416,100,8316.0,111,110.0,8316.0,205.0
10161,120,10041.0,85,84.0,10041.0,205.0
11622,140,11482.0,76,75.0,11482.0,205.0
14020,170,13850.0,61,60.0,13850.0,205.0
16230,200,16030.0,86,85.0,16030.0,205.0
20076,250,19826.0,58,57.0,19826.0,205.0
23839,300,23539.0,97,96.0,23539.0,205.0
31985,400,31585.0,66,65.0,31585.0,238.0
39851,500,39351.0,75,74.0,39351.0,238.0
48020,600,47420.0,54,53.0,47420.0,238.0
56249,700,55549.0,92,91.0,55549.0,238.0
64512,800,63712.0,66,65.0,63712.0,238.0
72004,900,71104.0,50,49.0,71104.0,238.0
79758,1000,78758.0,71,70.0,78758.0,238.0
