steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-0.03,1,-0.03,2.0
2,2,-0.06,1,-0.03,4.0
3,3,-0.03,1,0.03,4.0
4,4,-0.06,1,-0.03,6.0
5,5,-0.09,1,-0.03,8.0
6,6,-0.12,1,-0.03,10.0
7,7,-0.15,1,-0.03,12.0
8,8,-0.18,1,-0.03,14.0
9,9,-0.21,1,-0.03,16.0
10,10,-0.24,1,-0.03,18.0
12,12,-0.30000000000000004,1,-0.03,22.0
14,14,-0.30000000000000004,1,-0.03,24.0
17,17,-0.33000000000000007,1,-0.03,28.0
20,20,-0.42000000000000015,1,-0.03,34.0
25,25,-0.4500000000000002,1,-0.03,40.0
30,30,-0.6000000000000003,1,-0.03,50.0
40,40,-0.7800000000000005,1,-0.03,66.0
50,50,-1.0800000000000007,1,-0.03,86.0
60,60,-1.320000000000001,1,-0.03,104.0
70,70,-1.5600000000000012,1,-0.03,122.0
80,80,-1.8000000000000014,1,-0.03,140.0
90,90,-2.100000000000001,1,-0.03,160.0
100,100,-2.3399999999999994,1,0.03,178.0
120,120,-2.7599999999999967,1,-0.03,212.0
140,140,-3.299999999999993,1,-0.03,250.0
170,170,-3.8399999999999896,1,-0.03,298.0
200,200,-4.559999999999993,1,-0.03,352.0
250,250,-5.760000000000003,1,0.03,442.0
300,300,-7.020000000000014,1,-0.03,534.0
400,400,-9.359999999999992,1,-0.03,712.0
500,500,-11.879999999999939,1,-0.03,896.0
600,600,-14.15999999999989,1,-0.03,1072.0
700,700,-16.679999999999875,1,-0.03,1256.0
800,800,-19.259999999999973,1,-0.03,1442.0
900,900,-21.84000000000007,1,-0.03,1628.0
1000,1000,-24.060000000000155,1,-0.03,1802.0
1200,1200,-29.280000000000353,1,0.03,2176.0
1400,1400,-34.14000000000053,1,-0.03,2538.0
1700,1700,-40.98000000000079,1,-0.03,3066.0
2000,2000,-48.84000000000109,1,-0.03,3628.0
2500,2500,-60.96000000000155,1,-0.03,4532.0
3000,3000,-73.56000000000202,1,-0.03,5452.0
4000,4000,-96.9600000000029,1,-0.03,7232.0
5000,5000,-119.52000000000376,1,-0.03,8984.0
6000,6000,-143.76000000000468,1,-0.03,10792.0
7000,7000,-168.2400000000056,1,-0.03,12608.0
8000,8000,-192.30000000000652,1,0.03,14410.0
9000,9000,-216.30000000000743,1,0.03,16210.0
10000,10000,-238.86000000000828,1,-0.03,17962.0
