steps,episode,total_return,episode_len,episode_return,raw_return,total_upright,best_episode
349,1,-23.600000000000065,349,-23.600000000000065,-23.600000000000065,0.0,0.0
735,2,-49.80000000000044,386,-26.200000000000102,-49.80000000000044,0.0,0.0
1600,3,-106.19999999999824,865,-56.40000000000053,-106.19999999999824,0.0,0.0
2216,4,-145.999999999996,616,-39.800000000000296,-145.999999999996,0.0,0.0
3217,5,-211.69999999999226,1001,-65.70000000000054,-211.69999999999226,0.0,0.0
3542,6,-233.09999999999104,325,-21.400000000000034,-233.09999999999104,0.0,0.0
3758,7,-248.49999999999017,216,-15.399999999999961,-248.49999999999017,0.0,0.0
4035,8,-266.69999999999214,277,-18.19999999999999,-266.69999999999214,0.0,0.0
4675,9,-308.00000000000153,640,-41.30000000000032,-308.00000000000153,0.0,0.0
5323,10,-350.0000000000111,648,-42.00000000000033,-350.0000000000111,0.0,0.0
6421,12,-421.90000000002743,261,-18.499999999999993,-421.90000000002743,0.0,0.0
8423,14,-555.4000000000577,1001,-67.40000000000045,-555.4000000000577,0.0,0.0
10016,17,-662.6000000000821,297,-21.10000000000003,-662.6000000000821,0.0,0.0
11604,20,-769.0000000001063,440,-30.100000000000158,-769.0000000001063,0.0,0.0
14492,25,-958.4000000001494,409,-26.400000000000105,-958.4000000001494,0.0,0.0
17420,30,-1153.800000000046,354,-22.40000000000005,-1153.800000000046,0.0,0.0
21741,40,-1443.5999999997825,768,-51.000000000000455,-1443.5999999997825,0.0,0.0
26807,50,-1777.1999999994791,195,-12.199999999999973,-1777.1999999994791,0.0,0.0
31478,60,-2092.2999999991926,185,-11.099999999999977,-2092.2999999991926,0.0,0.0
37153,70,-2466.499999998852,421,-28.300000000000132,-2466.499999998852,0.0,0.0
43717,80,-2901.7999999984563,500,-33.1000000000002,-2901.7999999984563,0.0,0.0
49978,90,-3317.0999999980786,581,-37.90000000000027,-3317.0999999980786,0.0,0.0
55294,100,-3673.799999997754,329,-23.20000000000006,-3673.799999997754,0.0,0.0
67638,120,-4495.799999998824,1001,-66.10000000000052,-4495.799999998824,0.0,0.0
78827,140,-5233.000000001506,390,-25.600000000000094,-5233.000000001506,0.0,0.0
93625,170,-6220.2000000050975,527,-36.50000000000025,-6220.2000000050975,0.0,0.0
110928,200,-7367.900000009273,226,-14.499999999999964,-7367.900000009273,0.0,0.0
139103,250,-9252.80000001613,310,-21.00000000000003,-9252.80000001613,0.0,0.0
169461,300,-11279.700000023504,435,-27.600000000000122,-11279.700000023504,0.0,0.0
223867,400,-14882.20000003661,658,-42.40000000000033,-14882.20000003661,0.0,0.0
279145,500,-18571.300000010244,870,-56.90000000000054,-18571.300000010244,0.0,0.0
331629,600,-22072.399999959296,354,-24.100000000000072,-22072.399999959296,0.0,0.0
387934,700,-25851.999999904296,403,-26.400000000000105,-25851.999999904296,0.0,0.0
440517,800,-29380.49999985295,666,-43.80000000000035,-29380.49999985295,0.0,0.0
496334,900,-33096.699999798875,361,-24.400000000000077,-33096.699999798875,0.0,0.0
551641,1000,-36804.39999974492,385,-26.400000000000105,-36804.39999974492,0.0,0.0
