steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
22,1,-0.005454545454545455,22,-0.005454545454545455,1,0
44,2,-0.010454545454545454,22,-0.005,2,0
66,3,-0.018181818181818174,22,-0.007727272727272729,3,0
88,4,-0.024999999999999984,22,-0.00681818181818182,4,0
110,5,-0.028636363636363616,22,-0.003636363636363636,5,0
132,6,-0.03227272727272726,22,-0.003636363636363636,6,0
154,7,-0.03681818181818183,22,-0.004545454545454545,7,0
176,8,-0.04136363636363641,22,-0.004545454545454545,8,0
198,9,-0.04636363636363644,22,-0.005,9,0
220,10,-0.0500000000000001,22,-0.003636363636363636,10,0
264,12,-0.05954545454545471,22,-0.003636363636363636,12,0
308,14,-0.0681818181818184,22,-0.003636363636363636,14,0
374,17,-0.08181818181818212,22,-0.005,17,0
440,20,-0.0959090909090913,22,-0.004545454545454545,20,0
550,25,-0.11772727272727326,22,-0.005,25,0
660,30,-0.14136363636363705,22,-0.00590909090909091,30,0
880,40,-0.1868181818181828,22,-0.004545454545454545,40,0
1100,50,-0.24000000000000132,22,-0.005454545454545455,50,0
1320,60,-0.28590909090909034,22,-0.003636363636363636,60,0
1540,70,-0.3313636363636333,22,-0.00590909090909091,70,0
1760,80,-0.38409090909090315,22,-0.00681818181818182,80,0
1980,90,-0.430454545454537,22,-0.002727272727272727,90,0
2200,100,-0.4845454545454431,22,-0.00409090909090909,100,0
2640,120,-0.5895454545454483,22,-0.00681818181818182,120,0
3080,140,-0.6909090909090915,22,-0.006363636363636365,140,0
3740,170,-0.8468181818181929,22,-0.00590909090909091,170,0
4400,200,-1.0018181818182033,22,-0.005454545454545455,200,0
5500,250,-1.2459090909091288,22,-0.00409090909090909,250,0
6600,300,-1.5040909090909644,22,-0.005,300,0
8800,400,-2.019090909090999,22,-0.006363636363636365,400,0
11000,500,-2.5231818181819423,22,-0.00590909090909091,500,0
13200,600,-3.0190909090910667,22,-0.006363636363636365,600,0
15400,700,-3.5268181818183737,22,-0.005454545454545455,700,0
17600,800,-4.024545454545656,22,-0.005,800,0
19800,900,-4.512272727272485,22,-0.003636363636363636,900,0
22000,1000,-4.996818181817499,22,-0.002727272727272727,1000,0
26400,1200,-5.989999999998414,22,-0.005454545454545455,1200,0
30800,1400,-6.975909090906608,22,-0.003636363636363636,1400,0
37400,1700,-8.48181818181433,22,-0.004545454545454545,1700,0
44000,2000,-9.9831818181766,22,-0.0031818181818181815,2000,0
55000,2500,-12.500454545447038,22,-0.00681818181818182,2500,0
66000,3000,-15.06863636362652,22,-0.005454545454545455,3000,0
88000,4000,-20.08363636362196,22,-0.00681818181818182,4000,0
110000,5000,-25.067727272708336,22,-0.00681818181818182,5000,0
132000,6000,-30.037727272703815,22,-0.005454545454545455,6000,0
154000,7000,-35.09318181815377,22,-0.00409090909090909,7000,0
176000,8000,-40.10318181814921,22,-0.006363636363636365,8000,0
198000,9000,-45.0449999999629,22,-0.003636363636363636,9000,0
220000,10000,-50.060909090867426,22,-0.004545454545454545,10000,0
