steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
58,1,51.90968195620413,58,51.90968195620413,57.0,57.0
117,2,125.82847993099466,59,73.91879797479058,115.0,58.0
182,3,242.25656557218346,65,116.42808564118876,179.0,64.0
257,4,310.9272476737149,75,68.67068210153147,253.0,74.0
321,5,345.53278413445685,64,34.60553646074207,316.0,74.0
385,6,407.0945856952606,64,61.56180156080373,379.0,74.0
490,7,533.8057776701854,105,126.71119197492511,483.0,104.0
565,8,637.1027178758876,75,103.29694020570213,557.0,104.0
635,9,676.3855073026003,70,39.282789426712526,626.0,104.0
722,10,775.2073810446948,87,98.82187374209451,712.0,104.0
861,12,934.0997707944741,62,78.52056663471127,849.0,104.0
1044,14,1177.3936952933966,106,122.98240726142859,1030.0,105.0
1232,17,1262.1658809640737,61,16.68492599808063,1215.0,105.0
1475,20,1472.9246180106115,68,55.85246515062723,1455.0,117.0
1810,25,1828.8182482344212,67,92.21399164482625,1785.0,117.0
2171,30,2207.379111307004,74,103.42700423598576,2141.0,117.0
2859,40,2921.812620942207,46,34.701916048867986,2819.0,117.0
3537,50,3758.928510908907,57,81.27742538482008,3487.0,117.0
4263,60,4563.295599389137,81,130.91429804564325,4203.0,152.0
5056,70,5281.455568853536,87,103.46675015321358,4986.0,152.0
5782,80,5896.565188491822,123,66.59651762507025,5702.0,152.0
6719,90,6845.912822760201,59,48.47624890787808,6629.0,181.0
7550,100,7722.454403076802,81,80.47945536322857,7450.0,181.0
9163,120,9337.769837209404,67,98.61297519732138,9043.0,181.0
10582,140,10858.179045733696,87,29.469963219680718,10442.0,181.0
12972,170,12948.705201349258,126,94.6130301999583,12802.0,191.0
15235,200,15296.636612051265,68,76.65848759614842,15035.0,191.0
19620,250,19484.800378228534,58,30.595960671459498,19370.0,191.0
23784,300,23212.524320226355,61,50.5721912013669,23484.0,191.0
32177,400,31518.346657271246,62,40.35752530525606,31777.0,191.0
39989,500,39005.84284100006,41,33.94059936656758,39489.0,191.0
48217,600,47009.136103788886,90,49.315127042518526,47617.0,191.0
56001,700,54647.37653882639,76,84.57298759316707,55301.0,221.0
64239,800,62950.4894092145,137,150.45812259816606,63439.0,221.0
71912,900,70441.97685845886,110,97.17153316280591,71012.0,221.0
79633,1000,77780.09680791988,53,72.84130222993373,78633.0,221.0
