steps,episode,total_return,episode_len,episode_return,total_regret
20,1,0.0,20,0.0,2.0
40,2,-4.0,20,-4.0,4.0
60,3,0.0,20,4.0,4.0
80,4,-6.0,20,-6.0,6.0
100,5,-10.0,20,-4.0,6.0
120,6,-12.0,20,-2.0,6.0
140,7,-16.0,20,-4.0,8.0
160,8,-20.0,20,-4.0,8.0
180,9,-28.0,20,-8.0,10.0
200,10,-34.0,20,-6.0,12.0
240,12,-30.0,20,4.0,12.0
280,14,-26.0,20,4.0,16.0
340,17,-18.0,20,6.0,18.0
400,20,-32.0,20,-2.0,22.0
500,25,-28.0,20,2.0,24.0
600,30,-38.0,20,-6.0,30.0
800,40,-58.0,20,-10.0,44.0
1000,50,-32.0,20,0.0,48.0
1200,60,-44.0,20,-6.0,56.0
1400,70,-68.0,20,-6.0,64.0
1600,80,-104.0,20,0.0,74.0
1800,90,-104.0,20,-6.0,82.0
2000,100,-88.0,20,2.0,92.0
2400,120,-42.0,20,-2.0,110.0
2800,140,-26.0,20,-4.0,130.0
3400,170,-78.0,20,-6.0,160.0
4000,200,-76.0,20,4.0,186.0
5000,250,-62.0,20,-4.0,236.0
6000,300,-84.0,20,-4.0,284.0
8000,400,-136.0,20,4.0,360.0
10000,500,-126.0,20,-4.0,464.0
12000,600,-130.0,20,-2.0,566.0
14000,700,-96.0,20,-6.0,660.0
16000,800,-84.0,20,12.0,774.0
18000,900,-52.0,20,8.0,866.0
20000,1000,-66.0,20,-6.0,958.0
24000,1200,18.0,20,2.0,1158.0
28000,1400,-26.0,20,0.0,1340.0
34000,1700,28.0,20,-2.0,1632.0
40000,2000,0.0,20,-2.0,1932.0
50000,2500,146.0,20,10.0,2418.0
60000,3000,42.0,20,0.0,2898.0
80000,4000,260.0,20,0.0,3944.0
100000,5000,354.0,20,-2.0,4976.0
120000,6000,360.0,20,6.0,5954.0
140000,7000,498.0,20,0.0,6980.0
160000,8000,436.0,20,0.0,7962.0
180000,9000,380.0,20,-2.0,8978.0
200000,10000,194.0,20,-4.0,9984.0
