steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.0009000000000000001,1,0.0009000000000000001,0.09999999999999998
2,2,0.0018000000000000002,1,0.0009000000000000001,0.19999999999999996
3,3,0.0018000000000000002,1,0.0,1.2
4,4,0.0027,1,0.0009000000000000001,1.2999999999999998
5,5,0.0034000000000000002,1,0.0007000000000000001,1.5999999999999996
6,6,0.0041,1,0.0007000000000000001,1.8999999999999995
7,7,0.0041,1,0.0,2.8999999999999995
8,8,0.0046,1,0.0005,3.3999999999999995
9,9,0.0047,1,0.0001,4.3
10,10,0.0048000000000000004,1,0.0001,5.2
12,12,0.006300000000000001,1,0.0007000000000000001,5.7
14,14,0.007500000000000001,1,0.0006000000000000001,6.5
17,17,0.0102,1,0.0007000000000000001,6.8
20,20,0.0125,1,0.0009000000000000001,7.499999999999999
25,25,0.0165,1,0.0009000000000000001,8.499999999999998
30,30,0.0194,1,0.001,10.6
40,40,0.025100000000000004,1,0.0009000000000000001,14.9
50,50,0.030100000000000002,1,0.0008,19.9
60,60,0.0343,1,0.0009000000000000001,25.7
70,70,0.039,1,0.0,31.0
80,80,0.0446,1,0.001,35.39999999999999
90,90,0.04970000000000001,1,0.00030000000000000003,40.29999999999999
100,100,0.055500000000000015,1,0.0005,44.499999999999986
120,120,0.06540000000000001,1,0.0002,54.59999999999998
140,140,0.07440000000000001,1,0.0008,65.6
170,170,0.0891,1,0.0,80.9
200,200,0.10380000000000003,1,0.0001,96.20000000000002
250,250,0.13119999999999998,1,0.0002,118.80000000000001
300,300,0.15840000000000007,1,0.0009000000000000001,141.5999999999999
400,400,0.21010000000000004,1,0.0007000000000000001,189.89999999999984
500,500,0.2570000000000001,1,0.0009000000000000001,242.99999999999986
600,600,0.3054000000000003,1,0.0004,294.59999999999957
700,700,0.35820000000000035,1,0.0007000000000000001,341.7999999999999
800,800,0.40720000000000045,1,0.00030000000000000003,392.8
900,900,0.46320000000000067,1,0.0001,436.8000000000002
1000,1000,0.5120000000000008,1,0.0001,488.00000000000006
1200,1200,0.6171999999999991,1,0.001,582.8000000000005
1400,1400,0.7079999999999967,1,0.0005,692.0000000000006
1700,1700,0.8530999999999959,1,0.0005,846.9000000000004
2000,2000,1.0057999999999938,1,0.0006000000000000001,994.1999999999999
2500,2500,1.2654999999999652,1,0.0002,1234.499999999999
3000,3000,1.5137999999999379,1,0.0,1486.1999999999994
4000,4000,2.0124999999998856,1,0.0001,1987.5000000000016
5000,5000,2.516999999999926,1,0.001,2483.000000000001
6000,6000,3.0395999999999685,1,0.0004,2960.399999999994
7000,7000,3.547800000000008,1,0.0009000000000000001,3452.199999999991
8000,8000,4.027600000000054,1,0.0002,3972.3999999999883
9000,9000,4.525100000000112,1,0.0006000000000000001,4474.899999999972
10000,10000,5.0279000000001695,1,0.0006000000000000001,4972.099999999977
