steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
58,1,57.0,58,57.0,57.0,57.0
130,2,128.0,72,71.0,128.0,71.0
247,3,244.0,117,116.0,244.0,116.0
299,4,295.0,52,51.0,295.0,116.0
354,5,349.0,55,54.0,349.0,116.0
450,6,444.0,96,95.0,444.0,116.0
549,7,542.0,99,98.0,542.0,116.0
612,8,604.0,63,62.0,604.0,116.0
721,9,712.0,109,108.0,712.0,116.0
823,10,813.0,102,101.0,813.0,116.0
963,12,951.0,88,87.0,951.0,116.0
1163,14,1149.0,75,74.0,1149.0,124.0
1384,17,1367.0,82,81.0,1367.0,124.0
1619,20,1599.0,62,61.0,1599.0,124.0
1994,25,1969.0,66,65.0,1969.0,124.0
2393,30,2363.0,109,108.0,2363.0,124.0
3074,40,3034.0,92,91.0,3034.0,124.0
3817,50,3767.0,101,100.0,3767.0,124.0
4610,60,4550.0,77,76.0,4550.0,127.0
5355,70,5285.0,57,56.0,5285.0,127.0
6334,80,6254.0,79,78.0,6254.0,134.0
7215,90,7125.0,145,144.0,7125.0,144.0
7988,100,7888.0,77,76.0,7888.0,144.0
9535,120,9415.0,63,62.0,9415.0,144.0
11164,140,11024.0,88,87.0,11024.0,144.0
13603,170,13433.0,93,92.0,13433.0,144.0
15837,200,15637.0,72,71.0,15637.0,144.0
20196,250,19946.0,47,46.0,19946.0,170.0
24409,300,24109.0,71,70.0,24109.0,205.0
32276,400,31876.0,72,71.0,31876.0,205.0
40451,500,39951.0,96,95.0,39951.0,205.0
48778,600,48178.0,59,58.0,48178.0,205.0
57235,700,56535.0,164,163.0,56535.0,205.0
64903,800,64103.0,43,42.0,64103.0,205.0
72369,900,71469.0,70,69.0,71469.0,205.0
80148,1000,79148.0,87,86.0,79148.0,205.0
