steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
20,1,-0.005000000000000001,20,-0.005000000000000001,1,0
40,2,-0.009500000000000005,20,-0.0045000000000000005,2,0
60,3,-0.013500000000000009,20,-0.004,3,0
80,4,-0.018500000000000013,20,-0.005000000000000001,4,0
100,5,-0.024000000000000018,20,-0.005500000000000001,5,0
120,6,-0.030000000000000023,20,-0.006000000000000002,6,0
140,7,-0.037000000000000026,20,-0.007000000000000003,7,0
160,8,-0.04000000000000003,20,-0.003,8,0
180,9,-0.046000000000000034,20,-0.006000000000000002,9,0
200,10,-0.05150000000000004,20,-0.005500000000000001,10,0
240,12,-0.06450000000000004,20,-0.006000000000000002,12,0
280,14,-0.07450000000000005,20,-0.0045000000000000005,14,0
340,17,-0.09000000000000007,20,-0.004,17,0
400,20,-0.10350000000000008,20,-0.0045000000000000005,20,0
500,25,-0.12700000000000009,20,-0.005500000000000001,25,0
600,30,-0.1545000000000001,20,-0.004,30,0
800,40,-0.20800000000000016,20,-0.006500000000000002,40,0
1000,50,-0.2590000000000002,20,-0.0035,50,0
1200,60,-0.3075000000000002,20,-0.006500000000000002,60,0
1400,70,-0.35300000000000026,20,-0.005000000000000001,70,0
1600,80,-0.3970000000000003,20,-0.005500000000000001,80,0
1800,90,-0.44800000000000034,20,-0.005000000000000001,90,0
2000,100,-0.4985000000000004,20,-0.005000000000000001,100,0
2400,120,-0.5964999999999897,20,-0.004,120,0
2800,140,-0.6994999999999784,20,-0.0045000000000000005,140,0
3400,170,-0.8634999999999603,20,-0.006500000000000002,170,0
4000,200,-1.0064999999999447,20,-0.0025,200,0
5000,250,-1.2619999999999165,20,-0.004,250,0
6000,300,-1.50299999999989,20,-0.007000000000000003,300,0
8000,400,-2.005499999999837,20,-0.005500000000000001,400,0
10000,500,-2.5275000000000114,20,-0.006000000000000002,500,0
12000,600,-3.0310000000001796,20,-0.006500000000000002,600,0
14000,700,-3.523500000000344,20,-0.0045000000000000005,700,0
16000,800,-4.009500000000497,20,-0.005000000000000001,800,0
18000,900,-4.4965000000002275,20,-0.0035,900,0
20000,1000,-4.988499999999955,20,-0.0045000000000000005,1000,0
24000,1200,-5.995499999999397,20,-0.004,1200,0
28000,1400,-7.001999999998839,20,-0.0045000000000000005,1400,0
34000,1700,-8.475499999998867,20,-0.006000000000000002,1700,0
40000,2000,-10.003500000000734,20,-0.005500000000000001,2000,0
50000,2500,-12.469500000003748,20,-0.005000000000000001,2500,0
60000,3000,-14.951500000006781,20,-0.0045000000000000005,3000,0
80000,4000,-19.944499999998868,20,-0.006500000000000002,4000,0
100000,5000,-25.017499999987045,20,-0.0035,5000,0
120000,6000,-30.016999999975393,20,-0.006000000000000002,6000,0
140000,7000,-34.97899999998499,20,-0.005500000000000001,7000,0
160000,8000,-40.00300000000898,20,-0.005500000000000001,8000,0
180000,9000,-45.070000000033176,20,-0.0015,9000,0
200000,10000,-50.07200000005706,20,-0.003,10000,0
