steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
60,1,57.916474866692376,60,57.916474866692376,59.0,59.0
138,2,134.21821006963614,78,76.30173520294377,136.0,77.0
205,3,200.2720046668307,67,66.05379459719454,202.0,77.0
296,4,290.9215920009294,91,90.64958733409887,292.0,90.0
365,5,359.392287852375,69,68.47069585144558,360.0,90.0
442,6,435.57641133261814,77,76.18412348024309,436.0,90.0
495,7,488.1094499236418,53,52.53303859102385,488.0,90.0
590,8,583.988764080944,95,95.87931415730277,582.0,94.0
702,9,694.1598730287611,112,110.17110894781709,693.0,111.0
755,10,746.9912678467232,53,52.831394817962035,745.0,111.0
895,12,885.073794916805,62,60.984911741007714,883.0,111.0
1055,14,1043.171375966169,113,112.76446886990429,1041.0,112.0
1435,17,1421.3638507743356,151,150.00273805237128,1418.0,150.0
1676,20,1660.8153932914925,59,59.20925378151019,1656.0,150.0
2071,25,2048.18222801002,72,70.69088564896897,2046.0,150.0
2439,30,2413.6689111740493,65,64.60581633458153,2409.0,150.0
3292,40,3257.781215636908,85,84.63794700544045,3252.0,174.0
4121,50,4076.774255897127,93,92.1962075358337,4071.0,174.0
4922,60,4868.551390205689,112,112.00634887020162,4862.0,174.0
5614,70,5546.566142760591,93,91.87927568743937,5544.0,174.0
6441,80,6361.390653008302,53,52.257300993101744,6361.0,174.0
7176,90,7086.524263045926,96,95.80243063403448,7086.0,174.0
8059,100,7960.911076687632,117,115.59600553876642,7959.0,174.0
9725,120,9615.762942052166,71,69.58606101989959,9605.0,174.0
11550,140,11421.813104554125,90,88.66758304972012,11410.0,174.0
14293,170,14142.215625917568,212,210.93491249005376,14123.0,211.0
16791,200,16611.864664060635,59,56.37732081225224,16591.0,211.0
20618,250,20384.50781190661,64,63.366453122843666,20368.0,211.0
24894,300,24610.124799197838,64,62.50189626491461,24594.0,211.0
33377,400,33008.3803724879,177,177.73108597268075,32977.0,211.0
41097,500,40639.20715697823,53,51.990683200632134,40597.0,211.0
49188,600,48639.19132798455,62,60.719175844195696,48588.0,211.0
57204,700,56560.36480220396,101,99.66293289316731,56504.0,211.0
65315,800,64570.72716572138,84,82.85655874527913,64515.0,211.0
73138,900,72299.60500814756,98,98.5509245677042,72238.0,211.0
81171,1000,80249.53745612982,89,87.38623516682,80171.0,211.0
