steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
44,1,-0.00340909090909091,44,-0.00340909090909091,1,0
88,2,-0.007954545454545452,44,-0.004545454545454546,2,0
132,3,-0.014318181818181808,44,-0.006363636363636362,3,0
176,4,-0.020227272727272746,44,-0.005909090909090908,4,0
220,5,-0.025454545454545507,44,-0.005227272727272727,5,0
264,6,-0.029318181818181896,44,-0.0038636363636363647,6,0
308,7,-0.034772727272727386,44,-0.005454545454545454,7,0
352,8,-0.03909090909090923,44,-0.004318181818181819,8,0
396,9,-0.04431818181818199,44,-0.005227272727272727,9,0
440,10,-0.04840909090909111,44,-0.004090909090909092,10,0
528,12,-0.058409090909091174,44,-0.004772727272727273,12,0
616,14,-0.06750000000000032,44,-0.004090909090909092,14,0
748,17,-0.08181818181818223,44,-0.004772727272727273,17,0
880,20,-0.09795454545454597,44,-0.005681818181818181,20,0
1100,25,-0.1211363636363643,44,-0.004318181818181819,25,0
1320,30,-0.1449999999999996,44,-0.005681818181818181,30,0
1760,40,-0.19590909090908773,44,-0.004772727272727273,40,0
2200,50,-0.24704545454544857,44,-0.005681818181818181,50,0
2640,60,-0.29704545454545156,44,-0.004772727272727273,60,0
3080,70,-0.3440909090909093,44,-0.005454545454545454,70,0
3520,80,-0.39931818181818574,44,-0.005,80,0
3960,90,-0.4470454545454617,44,-0.005227272727272727,90,0
4400,100,-0.49750000000001054,44,-0.005,100,0
5280,120,-0.5895454545454712,44,-0.005227272727272727,120,0
6160,140,-0.6893181818182053,44,-0.004772727272727273,140,0
7480,170,-0.8413636363636701,44,-0.004318181818181819,170,0
8800,200,-0.9900000000000437,44,-0.005681818181818181,200,0
11000,250,-1.2381818181818787,44,-0.004772727272727273,250,0
13200,300,-1.491363636363714,44,-0.005,300,0
17600,400,-1.9904545454546567,44,-0.004545454545454546,400,0
22000,500,-2.4856818181814884,44,-0.006818181818181816,500,0
26400,600,-2.984545454544671,44,-0.0038636363636363647,600,0
30800,700,-3.4954545454532973,44,-0.005,700,0
35200,800,-3.991818181816482,44,-0.004545454545454546,800,0
39600,900,-4.495454545452388,44,-0.005227272727272727,900,0
44000,1000,-4.997954545451931,44,-0.005909090909090908,1000,0
52800,1200,-6.003181818178289,44,-0.005681818181818181,1200,0
61600,1400,-6.997045454541022,44,-0.004545454545454546,1400,0
74800,1700,-8.506818181812376,44,-0.004545454545454546,1700,0
88000,2000,-9.99136363635648,44,-0.004318181818181819,2000,0
110000,2500,-12.513636363626913,44,-0.005909090909090908,2500,0
132000,3000,-14.995454545442838,44,-0.005454545454545454,3000,0
176000,4000,-19.97363636362013,44,-0.005681818181818181,4000,0
220000,5000,-24.965681818161045,44,-0.005227272727272727,5000,0
264000,6000,-29.985454545429207,44,-0.004318181818181819,6000,0
308000,7000,-35.03159090906098,44,-0.004090909090909092,7000,0
352000,8000,-40.01477272723827,44,-0.005909090909090908,8000,0
396000,9000,-45.00136363632464,44,-0.004318181818181819,9000,0
440000,10000,-50.006818181774634,44,-0.004090909090909092,10000,0
