steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
20,1,-0.005000000000000001,20,-0.005000000000000001,1,0
40,2,-0.009500000000000005,20,-0.0045000000000000005,2,0
60,3,-0.013500000000000009,20,-0.004,3,0
80,4,-0.018500000000000013,20,-0.005000000000000001,4,0
100,5,0.1950762229726726,20,0.21357622297267262,5,0
120,6,0.1890762229726726,20,-0.006000000000000002,6,0
140,7,0.1820762229726726,20,-0.007000000000000003,7,0
160,8,0.1790762229726726,20,-0.003,8,0
180,9,0.17307622297267258,20,-0.006000000000000002,9,0
200,10,0.16707622297267258,20,-0.006000000000000002,10,0
240,12,0.15507622297267257,20,-0.005500000000000001,12,0
280,14,0.14507622297267256,20,-0.0045000000000000005,14,0
340,17,0.12907622297267254,20,-0.004,17,0
400,20,0.11557622297267253,20,-0.0045000000000000005,20,0
500,25,-0.19509987388074615,20,-0.006500000000000002,25,0
600,30,-0.22159987388074617,20,-0.004,30,0
800,40,-0.7725749380998392,20,-0.006500000000000002,37,0
1000,50,-1.4771751308750523,20,-0.005000000000000001,47,0
1200,60,-2.6940199473944118,20,-0.006500000000000002,57,0
1400,70,-3.5751194257499757,20,-0.005000000000000001,67,0
1600,80,-3.161393551756001,20,-0.006000000000000002,76,0
1800,90,-5.110825678425268,20,-0.004,85,0
2000,100,-5.662423618041074,20,-0.005000000000000001,95,0
2400,120,-6.078583377588829,20,-0.0035,113,0
2800,140,-4.869111265440962,20,-0.0045000000000000005,132,0
3400,170,-5.969127370656642,20,-0.005500000000000001,161,0
4000,200,-6.447932618940981,20,1.7289534036350622,189,0
5000,250,-9.712356626713246,20,-1.1554179084926952,237,0
6000,300,-9.365336080740933,20,-0.005500000000000001,287,0
8000,400,-1.5866068417791384,20,-0.006500000000000002,383,0
10000,500,-7.618080407541689,20,-0.006500000000000002,479,0
12000,600,-11.92648855007497,20,-0.006500000000000002,577,0
14000,700,-20.343186545840457,20,-0.9567496684585303,673,0
16000,800,-28.332619798295,20,-0.0045000000000000005,770,0
18000,900,-26.8393043005314,20,1.1051279795766444,865,0
20000,1000,-22.91149668661811,20,-0.005000000000000001,959,0
24000,1200,-25.543645313750922,20,-0.8609523748662694,1147,0
28000,1400,-28.54041674033943,20,-0.005000000000000001,1332,0
34000,1700,-31.380286063101256,20,-0.005500000000000001,1618,0
40000,2000,-18.494678302857785,20,-0.005500000000000001,1901,0
50000,2500,-17.81282861414892,20,-0.005000000000000001,2374,0
60000,3000,-33.48994160632512,20,-0.38928176578215795,2845,0
80000,4000,-22.68746649075367,20,-0.006500000000000002,3801,0
100000,5000,-45.22452251857175,20,-0.0035,4766,0
120000,6000,-54.33350373071864,20,-0.006000000000000002,5724,0
140000,7000,-66.42831025695367,20,-0.005500000000000001,6675,0
160000,8000,-47.3207330716501,20,-0.005500000000000001,7622,0
180000,9000,-54.97211423652262,20,-0.0015,8572,0
200000,10000,-32.844866739529564,20,-0.0035,9532,0
