steps,episode,total_return,episode_len,episode_return,total_regret
40,1,-4.0,40,-4.0,2.0
80,2,0.0,40,4.0,4.0
120,3,0.0,40,0.0,6.0
160,4,-6.0,40,-6.0,8.0
200,5,-12.0,40,-6.0,10.0
240,6,-20.0,40,-8.0,12.0
280,7,-16.0,40,4.0,12.0
320,8,-24.0,40,-8.0,14.0
360,9,-24.0,40,0.0,16.0
400,10,-32.0,40,-8.0,18.0
480,12,-18.0,40,14.0,18.0
560,14,-12.0,40,0.0,18.0
680,17,2.0,40,6.0,18.0
800,20,2.0,40,-6.0,20.0
1000,25,24.0,40,0.0,22.0
1200,30,26.0,40,0.0,24.0
1600,40,34.0,40,0.0,30.0
2000,50,38.0,40,2.0,36.0
2400,60,8.0,40,-8.0,40.0
2800,70,10.0,40,0.0,52.0
3200,80,30.0,40,10.0,54.0
3600,90,16.0,40,0.0,66.0
4000,100,8.0,40,-2.0,72.0
4800,120,10.0,40,2.0,94.0
5600,140,-2.0,40,0.0,108.0
6800,170,54.0,40,0.0,138.0
8000,200,56.0,40,-8.0,170.0
10000,250,84.0,40,6.0,224.0
12000,300,104.0,40,-4.0,278.0
16000,400,164.0,40,4.0,384.0
20000,500,96.0,40,4.0,470.0
24000,600,74.0,40,2.0,562.0
28000,700,152.0,40,10.0,666.0
32000,800,326.0,40,-8.0,776.0
36000,900,234.0,40,4.0,872.0
40000,1000,274.0,40,10.0,972.0
48000,1200,374.0,40,10.0,1154.0
56000,1400,364.0,40,-12.0,1356.0
68000,1700,240.0,40,-4.0,1668.0
80000,2000,238.0,40,-4.0,1972.0
100000,2500,250.0,40,0.0,2476.0
120000,3000,116.0,40,0.0,3020.0
160000,4000,-48.0,40,-2.0,4014.0
200000,5000,-42.0,40,-2.0,4964.0
240000,6000,-450.0,40,0.0,5996.0
280000,7000,-442.0,40,0.0,7016.0
320000,8000,-626.0,40,4.0,8012.0
360000,9000,-772.0,40,-8.0,8970.0
400000,10000,-942.0,40,-10.0,10008.0
