steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
56,1,55.0,56,55.0,55.0,55.0
121,2,119.0,65,64.0,119.0,64.0
215,3,212.0,94,93.0,212.0,93.0
289,4,285.0,74,73.0,285.0,93.0
445,5,440.0,156,155.0,440.0,155.0
486,6,480.0,41,40.0,480.0,155.0
540,7,533.0,54,53.0,533.0,155.0
652,8,644.0,112,111.0,644.0,155.0
700,9,691.0,48,47.0,691.0,155.0
772,10,762.0,72,71.0,762.0,155.0
880,12,868.0,57,56.0,868.0,155.0
1055,14,1041.0,105,104.0,1041.0,155.0
1317,17,1300.0,66,65.0,1300.0,155.0
1590,20,1570.0,87,86.0,1570.0,155.0
1975,25,1950.0,68,67.0,1950.0,155.0
2282,30,2252.0,63,62.0,2252.0,155.0
3074,40,3034.0,61,60.0,3034.0,155.0
3801,50,3751.0,63,62.0,3751.0,155.0
4806,60,4746.0,155,154.0,4746.0,165.0
5530,70,5460.0,83,82.0,5460.0,165.0
6410,80,6330.0,52,51.0,6330.0,167.0
7370,90,7280.0,91,90.0,7280.0,167.0
8228,100,8128.0,91,90.0,8128.0,167.0
9875,120,9755.0,60,59.0,9755.0,167.0
11431,140,11291.0,93,92.0,11291.0,167.0
13990,170,13820.0,141,140.0,13820.0,170.0
16425,200,16225.0,72,71.0,16225.0,170.0
20290,250,20040.0,84,83.0,20040.0,170.0
24012,300,23712.0,62,61.0,23712.0,170.0
32347,400,31947.0,51,50.0,31947.0,222.0
40387,500,39887.0,56,55.0,39887.0,222.0
47811,600,47211.0,80,79.0,47211.0,222.0
55738,700,55038.0,72,71.0,55038.0,222.0
63263,800,62463.0,74,73.0,62463.0,222.0
71077,900,70177.0,73,72.0,70177.0,222.0
78824,1000,77824.0,73,72.0,77824.0,222.0
