steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
69,1,66.90274171707621,69,66.90274171707621,68.0,68.0
155,2,152.28935340933407,86,85.38661169225774,153.0,85.0
238,3,236.3265147168839,83,84.03716130754995,235.0,85.0
300,4,298.0660495176146,62,61.739534800730695,296.0,85.0
353,5,349.6199937765796,53,51.55394425896489,348.0,85.0
439,6,435.63480166341134,86,86.01480788683185,433.0,85.0
485,7,480.4555711620959,46,44.82076949868449,478.0,85.0
534,8,530.1577918958485,49,49.702220733752355,526.0,85.0
633,9,623.8543348250695,99,93.69654292922107,624.0,98.0
701,10,690.5909537282321,68,66.73661890316248,691.0,98.0
813,12,794.1748891464758,60,55.74036106946686,801.0,98.0
953,14,930.2778973035315,63,58.31308237757423,939.0,98.0
1170,17,1147.638259213319,54,53.169552292945326,1153.0,98.0
1387,20,1362.7579389620503,64,64.00628550454496,1367.0,98.0
1779,25,1749.6002576626763,71,70.49083685331081,1754.0,98.0
2090,30,2051.7484612458793,51,48.70978045060235,2060.0,98.0
2841,40,2787.2461428312913,69,66.7120125592992,2801.0,148.0
3499,50,3442.6118913700384,53,48.66293570500518,3449.0,148.0
4411,60,4335.760451012753,229,226.28690796055946,4351.0,228.0
5269,70,5205.848356382104,66,69.47239368508602,5199.0,228.0
6083,80,6006.7116905383655,61,58.97243946076159,6003.0,228.0
6887,90,6796.863317960082,63,63.10030084956315,6797.0,228.0
7682,100,7576.272849818622,59,55.36746419937842,7582.0,228.0
9274,120,9142.553277211275,120,116.44820873981746,9154.0,228.0
11061,140,10898.91907086243,167,169.69662782595285,10921.0,228.0
13616,170,13408.014179979624,125,125.28728533213018,13446.0,228.0
16257,200,16004.150351756944,89,83.43274490430395,16057.0,228.0
20313,250,20014.91106538255,70,71.96189812232402,20063.0,228.0
24352,300,23997.195391795547,93,90.95233402317635,24052.0,228.0
32297,400,31848.67214725272,74,74.43361227395317,31897.0,228.0
40106,500,39555.5669629272,74,72.91607625806657,39606.0,228.0
48322,600,47699.71754350844,165,163.48326688209536,47722.0,228.0
56691,700,55963.804618076116,132,130.46270394393193,55991.0,228.0
65248,800,64403.51112507831,86,85.4418863576954,64448.0,228.0
72767,900,71802.26638982088,44,41.77264578662376,71867.0,228.0
80408,1000,79354.91786802415,105,106.10185346643412,79408.0,228.0
