steps,episode,total_return,episode_len,episode_return,total_perfect,total_regret
7,1,-1.0,7,-1.0,0,2.0
14,2,-2.0,7,-1.0,0,4.0
21,3,-1.0,7,1.0,1,4.0
28,4,0.0,7,1.0,2,4.0
35,5,1.0,7,1.0,3,4.0
42,6,0.0,7,-1.0,3,6.0
49,7,1.0,7,1.0,4,6.0
56,8,2.0,7,1.0,5,6.0
63,9,3.0,7,1.0,6,6.0
70,10,2.0,7,-1.0,6,8.0
84,12,4.0,7,1.0,8,8.0
98,14,6.0,7,1.0,10,8.0
119,17,7.0,7,1.0,12,10.0
140,20,6.0,7,-1.0,13,14.0
175,25,7.0,7,-1.0,16,18.0
210,30,8.0,7,-1.0,19,22.0
280,40,6.0,7,-1.0,23,34.0
350,50,6.0,7,1.0,28,44.0
420,60,12.0,7,-1.0,36,48.0
490,70,12.0,7,-1.0,41,58.0
560,80,10.0,7,1.0,45,70.0
630,90,10.0,7,1.0,50,80.0
700,100,14.0,7,1.0,57,86.0
840,120,18.0,7,1.0,69,102.0
980,140,14.0,7,-1.0,77,126.0
1190,170,12.0,7,1.0,91,158.0
1400,200,12.0,7,1.0,106,188.0
1750,250,14.0,7,1.0,132,236.0
2100,300,16.0,7,1.0,158,284.0
2800,400,6.0,7,1.0,203,394.0
3500,500,-4.0,7,-1.0,248,504.0
4200,600,-12.0,7,-1.0,294,612.0
4900,700,-12.0,7,1.0,344,712.0
5600,800,-22.0,7,-1.0,389,822.0
6300,900,-8.0,7,-1.0,446,908.0
7000,1000,0.0,7,-1.0,500,1000.0
8400,1200,2.0,7,1.0,601,1198.0
9800,1400,20.0,7,-1.0,710,1380.0
11900,1700,12.0,7,1.0,856,1688.0
14000,2000,12.0,7,-1.0,1006,1988.0
17500,2500,-12.0,7,-1.0,1244,2512.0
21000,3000,8.0,7,1.0,1504,2992.0
28000,4000,6.0,7,1.0,2003,3994.0
35000,5000,-16.0,7,-1.0,2492,5016.0
42000,6000,-14.0,7,1.0,2993,6014.0
49000,7000,-12.0,7,1.0,3494,7012.0
56000,8000,-54.0,7,1.0,3973,8054.0
63000,9000,-56.0,7,1.0,4472,9056.0
70000,10000,-30.0,7,1.0,4985,10030.0
