steps,episode,total_return,episode_len,episode_return,total_regret
1,1,1.1680613494244398,1,1.1680613494244398,0.0
2,2,2.0489941229214006,1,0.8809327734969608,2.0
3,3,2.136056170166804,1,0.08706204724540334,4.0
4,4,1.5854596223751054,1,-0.5505965477916988,6.0
5,5,-2.7808088108180424,1,-4.366268433193148,8.0
6,6,0.7188508005166208,1,3.499659611334663,10.0
7,7,3.0662883327347608,1,2.34743753221814,10.0
8,8,0.5783600917507323,1,-2.4879282409840284,12.0
9,9,3.352002329575207,1,2.7736422378244745,14.0
10,10,5.972347190009543,1,2.620344860434337,14.0
12,12,9.544563830972042,1,-2.2123658989941615,16.0
14,14,13.065912698936982,1,-1.4420741021487076,18.0
17,17,9.892291501912133,1,0.6762929710632557,24.0
20,20,15.132795709412267,1,2.672180179535329,28.0
25,25,17.452002660149283,1,3.51018454317125,38.0
30,30,6.646393065373861,1,-5.487490521858907,46.0
40,40,4.699894945606322,1,-0.7980838684378073,62.0
50,50,-3.155413306189645,1,0.6307808811809665,80.0
60,60,-7.9952972853704996,1,2.641960105902268,100.0
70,70,-39.39221827905743,1,0.2737112387188354,118.0
80,80,-45.13423989777956,1,0.7550638730463444,132.0
90,90,-61.472033604751495,1,0.9281399418864165,152.0
100,100,-59.799301777902976,1,0.15529626032906063,170.0
120,120,-82.60445334090136,1,3.130121791411759,208.0
140,140,-116.67133231632366,1,-4.449148391935903,246.0
170,170,-116.82314331310894,1,-1.5299585134771365,302.0
200,200,-137.05575506457095,1,2.950271642237302,358.0
250,250,-121.73324779248391,1,2.7885948334219384,442.0
300,300,-147.43374514881316,1,-0.3107018801475395,518.0
400,400,-190.0006973461584,1,-3.56245845005713,698.0
500,500,-307.2804646972184,1,-6.196216814313928,876.0
600,600,-354.75520814291485,1,5.985248134176402,1064.0
700,700,-424.37097008727346,1,-2.6137590187140716,1244.0
800,800,-470.42504610105,1,-1.8766004348366234,1426.0
900,900,-515.5783298094084,1,-5.205147708083135,1608.0
1000,1000,-532.4269442165146,1,1.3176566430940855,1784.0
1200,1200,-694.1556534892011,1,-1.6183009876057541,2142.0
1400,1400,-820.325745293263,1,0.6987331009405486,2504.0
1700,1700,-1101.580601153698,1,0.4308144548025059,3050.0
2000,2000,-1248.9943329967487,1,4.498944777757034,3592.0
2500,2500,-1642.454136064016,1,4.823617182053918,4506.0
3000,3000,-1966.4595759924634,1,0.183373849470871,5410.0
4000,4000,-2834.666157397658,1,0.877337577115102,7236.0
5000,5000,-3678.258643187351,1,-1.4038766216037404,9034.0
6000,6000,-4472.27677391288,1,-1.4903054355824632,10818.0
7000,7000,-5235.857916845835,1,5.4338106552414995,12624.0
8000,8000,-6103.669252061135,1,1.7373336302567068,14408.0
9000,9000,-6957.446639758154,1,3.125370075001234,16184.0
10000,10000,-7577.333290756568,1,1.5003480438115626,17952.0
