steps,episode,total_return,episode_len,episode_return,total_regret
20,1,-2.0,20,-2.0,2.0
40,2,0.0,20,2.0,2.0
60,3,-2.0,20,-2.0,4.0
80,4,-12.0,20,-10.0,6.0
100,5,-16.0,20,-4.0,8.0
120,6,-12.0,20,4.0,10.0
140,7,-12.0,20,0.0,10.0
160,8,-20.0,20,-8.0,12.0
180,9,-28.0,20,-8.0,12.0
200,10,-30.0,20,-2.0,14.0
240,12,-28.0,20,-2.0,16.0
280,14,-32.0,20,2.0,16.0
340,17,-42.0,20,-2.0,22.0
400,20,-54.0,20,-4.0,26.0
500,25,-52.0,20,0.0,28.0
600,30,-62.0,20,2.0,36.0
800,40,-70.0,20,0.0,46.0
1000,50,-72.0,20,0.0,56.0
1200,60,-72.0,20,-8.0,68.0
1400,70,-72.0,20,-4.0,78.0
1600,80,-100.0,20,-8.0,88.0
1800,90,-98.0,20,6.0,104.0
2000,100,-78.0,20,0.0,108.0
2400,120,-72.0,20,-4.0,132.0
2800,140,-104.0,20,-6.0,156.0
3400,170,-158.0,20,-4.0,180.0
4000,200,-140.0,20,0.0,208.0
5000,250,-110.0,20,2.0,258.0
6000,300,-72.0,20,-2.0,302.0
8000,400,-74.0,20,2.0,412.0
10000,500,-78.0,20,0.0,514.0
12000,600,-118.0,20,-10.0,622.0
14000,700,-168.0,20,0.0,720.0
16000,800,-194.0,20,-8.0,822.0
18000,900,-246.0,20,-4.0,932.0
20000,1000,-212.0,20,-2.0,1018.0
24000,1200,-204.0,20,2.0,1228.0
28000,1400,-160.0,20,-6.0,1440.0
34000,1700,-152.0,20,8.0,1746.0
40000,2000,-92.0,20,-6.0,2036.0
50000,2500,-10.0,20,-2.0,2540.0
60000,3000,-146.0,20,2.0,3060.0
80000,4000,-10.0,20,-4.0,4028.0
100000,5000,308.0,20,-2.0,5018.0
120000,6000,168.0,20,0.0,6032.0
140000,7000,354.0,20,-6.0,7054.0
160000,8000,388.0,20,-6.0,8036.0
180000,9000,278.0,20,4.0,8980.0
200000,10000,384.0,20,-4.0,10026.0
