steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
57,1,56.0,57,56.0,56.0,56.0
124,2,122.0,67,66.0,122.0,66.0
204,3,201.0,80,79.0,201.0,79.0
391,4,387.0,187,186.0,387.0,186.0
488,5,483.0,97,96.0,483.0,186.0
544,6,538.0,56,55.0,538.0,186.0
605,7,598.0,61,60.0,598.0,186.0
687,8,679.0,82,81.0,679.0,186.0
761,9,752.0,74,73.0,752.0,186.0
845,10,835.0,84,83.0,835.0,186.0
1048,12,1036.0,129,128.0,1036.0,186.0
1166,14,1152.0,52,51.0,1152.0,186.0
1386,17,1369.0,88,87.0,1369.0,186.0
1623,20,1603.0,90,89.0,1603.0,186.0
1962,25,1937.0,49,48.0,1937.0,186.0
2273,30,2243.0,62,61.0,2243.0,186.0
3024,40,2984.0,73,72.0,2984.0,186.0
3794,50,3744.0,82,81.0,3744.0,186.0
4472,60,4412.0,73,72.0,4412.0,186.0
5204,70,5134.0,61,60.0,5134.0,186.0
6164,80,6084.0,119,118.0,6084.0,186.0
6936,90,6846.0,60,59.0,6846.0,186.0
7868,100,7768.0,64,63.0,7768.0,186.0
9801,120,9681.0,85,84.0,9681.0,296.0
11289,140,11149.0,65,64.0,11149.0,296.0
13987,170,13817.0,113,112.0,13817.0,296.0
16153,200,15953.0,50,49.0,15953.0,296.0
20431,250,20181.0,38,37.0,20181.0,296.0
24103,300,23803.0,106,105.0,23803.0,296.0
32201,400,31801.0,80,79.0,31801.0,296.0
39766,500,39266.0,106,105.0,39266.0,296.0
48254,600,47654.0,122,121.0,47654.0,296.0
56704,700,56004.0,82,81.0,56004.0,296.0
64611,800,63811.0,56,55.0,63811.0,296.0
72344,900,71444.0,55,54.0,71444.0,296.0
80462,1000,79462.0,56,55.0,79462.0,296.0
