steps,episode,total_return,episode_len,episode_return,total_regret
20,1,2.0,20,2.0,2.0
40,2,8.0,20,6.0,4.0
60,3,2.0,20,-6.0,4.0
80,4,-4.0,20,-6.0,4.0
100,5,-10.0,20,-6.0,4.0
120,6,-14.0,20,-4.0,6.0
140,7,-18.0,20,-4.0,6.0
160,8,-18.0,20,0.0,6.0
180,9,-10.0,20,8.0,8.0
200,10,-10.0,20,0.0,10.0
240,12,-10.0,20,0.0,14.0
280,14,-4.0,20,8.0,18.0
340,17,-18.0,20,-4.0,20.0
400,20,-20.0,20,-2.0,26.0
500,25,-18.0,20,8.0,28.0
600,30,-4.0,20,2.0,34.0
800,40,-8.0,20,4.0,40.0
1000,50,-18.0,20,2.0,52.0
1200,60,-42.0,20,0.0,60.0
1400,70,-28.0,20,0.0,76.0
1600,80,-18.0,20,6.0,86.0
1800,90,-12.0,20,2.0,92.0
2000,100,-20.0,20,0.0,106.0
2400,120,-14.0,20,4.0,130.0
2800,140,-2.0,20,2.0,152.0
3400,170,16.0,20,-6.0,180.0
4000,200,40.0,20,6.0,204.0
5000,250,14.0,20,6.0,250.0
6000,300,28.0,20,8.0,300.0
8000,400,14.0,20,-4.0,396.0
10000,500,74.0,20,8.0,496.0
12000,600,154.0,20,0.0,604.0
14000,700,86.0,20,2.0,718.0
16000,800,60.0,20,2.0,814.0
18000,900,28.0,20,-2.0,932.0
20000,1000,98.0,20,6.0,1050.0
24000,1200,-8.0,20,-2.0,1260.0
28000,1400,-20.0,20,-2.0,1488.0
34000,1700,-50.0,20,-8.0,1786.0
40000,2000,-184.0,20,-2.0,2094.0
50000,2500,-110.0,20,0.0,2570.0
60000,3000,-154.0,20,6.0,3068.0
80000,4000,-82.0,20,0.0,4116.0
100000,5000,4.0,20,-6.0,5112.0
120000,6000,60.0,20,-8.0,6158.0
140000,7000,126.0,20,0.0,7212.0
160000,8000,328.0,20,2.0,8180.0
180000,9000,390.0,20,0.0,9198.0
200000,10000,392.0,20,-2.0,10180.0
