steps,episode,total_return,episode_len,episode_return,total_regret
1,1,30.0,1,30.0,0.0
2,2,60.0,1,30.0,0.0
3,3,81.0,1,21.000000000000004,0.29999999999999993
4,4,111.0,1,30.0,0.29999999999999993
5,5,135.0,1,24.0,0.4999999999999999
6,6,159.0,1,24.0,0.6999999999999998
7,7,180.0,1,21.000000000000004,0.9999999999999998
8,8,195.0,1,15.0,1.4999999999999998
9,9,213.0,1,18.000000000000004,1.8999999999999997
10,10,231.0,1,18.000000000000004,2.3
12,12,255.0,1,24.0,3.5
14,14,261.0,1,3.0,5.300000000000001
17,17,303.0,1,24.0,6.900000000000001
20,20,378.0,1,30.0,7.400000000000001
25,25,483.0,1,30.0,8.900000000000002
30,30,579.0,1,9.000000000000002,10.7
40,40,747.0,1,30.0,15.099999999999998
50,50,855.0,1,0.0,21.499999999999993
60,60,1065.0,1,30.0,24.499999999999996
70,70,1179.0,1,21.000000000000004,30.699999999999996
80,80,1350.0,1,9.000000000000002,35.00000000000001
90,90,1548.0,1,27.0,38.40000000000001
100,100,1737.0,1,15.0,42.100000000000016
120,120,2031.0,1,12.0,52.30000000000001
140,140,2331.0,1,0.0,62.300000000000004
170,170,2847.0,1,21.000000000000004,75.10000000000001
200,200,3222.0,1,18.000000000000004,92.60000000000005
250,250,3873.0,1,12.0,120.90000000000003
300,300,4581.0,1,30.0,147.3000000000001
400,400,6042.0,1,24.0,198.60000000000008
500,500,7590.0,1,30.0,247.00000000000017
600,600,9093.0,1,6.0,296.90000000000015
700,700,10671.0,1,24.0,344.30000000000024
800,800,12153.0,1,27.0,394.9000000000003
900,900,13722.0,1,18.000000000000004,442.6000000000006
1000,1000,15168.0,1,18.000000000000004,494.40000000000055
1200,1200,17877.0,1,9.000000000000002,604.1000000000006
1400,1400,20811.0,1,15.0,706.3000000000002
1700,1700,25440.0,1,15.0,852.0000000000001
2000,2000,29865.0,1,3.0,1004.5000000000009
2500,2500,37398.0,1,12.0,1253.4000000000005
3000,3000,44982.0,1,21.000000000000004,1500.6000000000024
4000,4000,60105.0,1,18.000000000000004,1996.5000000000036
5000,5000,74670.0,1,9.000000000000002,2511.0000000000055
6000,6000,89727.0,1,6.0,3009.0999999999985
7000,7000,104292.0,1,30.0,3523.600000000001
8000,8000,119487.0,1,12.0,4017.100000000003
9000,9000,134049.0,1,3.0,4531.700000000001
10000,10000,148863.0,1,3.0,5037.900000000003
