steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-1.0,1,-1.0,2.0
2,2,-2.0,1,-1.0,4.0
3,3,-1.0,1,1.0,4.0
4,4,-2.0,1,-1.0,6.0
5,5,-3.0,1,-1.0,8.0
6,6,-4.0,1,-1.0,10.0
7,7,-5.0,1,-1.0,12.0
8,8,-6.0,1,-1.0,14.0
9,9,-7.0,1,-1.0,16.0
10,10,-8.0,1,-1.0,18.0
12,12,-10.0,1,-1.0,22.0
14,14,-12.0,1,-1.0,26.0
17,17,-13.0,1,-1.0,30.0
20,20,-16.0,1,-1.0,36.0
25,25,-19.0,1,-1.0,44.0
30,30,-24.0,1,-1.0,54.0
40,40,-32.0,1,-1.0,72.0
50,50,-38.0,1,-1.0,88.0
60,60,-48.0,1,-1.0,108.0
70,70,-58.0,1,-1.0,128.0
80,80,-66.0,1,-1.0,146.0
90,90,-74.0,1,-1.0,164.0
100,100,-82.0,1,-1.0,182.0
120,120,-100.0,1,-1.0,220.0
140,140,-116.0,1,1.0,256.0
170,170,-136.0,1,1.0,306.0
200,200,-162.0,1,-1.0,362.0
250,250,-212.0,1,-1.0,462.0
300,300,-244.0,1,-1.0,544.0
400,400,-326.0,1,-1.0,726.0
500,500,-406.0,1,-1.0,906.0
600,600,-490.0,1,1.0,1090.0
700,700,-576.0,1,-1.0,1276.0
800,800,-656.0,1,-1.0,1456.0
900,900,-736.0,1,-1.0,1636.0
1000,1000,-818.0,1,-1.0,1818.0
1200,1200,-982.0,1,-1.0,2182.0
1400,1400,-1148.0,1,-1.0,2548.0
1700,1700,-1386.0,1,-1.0,3086.0
2000,2000,-1628.0,1,-1.0,3628.0
2500,2500,-2044.0,1,-1.0,4544.0
3000,3000,-2454.0,1,-1.0,5454.0
4000,4000,-3256.0,1,-1.0,7256.0
5000,5000,-4082.0,1,-1.0,9082.0
6000,6000,-4864.0,1,-1.0,10864.0
7000,7000,-5666.0,1,-1.0,12666.0
8000,8000,-6468.0,1,-1.0,14468.0
9000,9000,-7276.0,1,-1.0,16276.0
10000,10000,-8060.0,1,-1.0,18060.0
