steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-2.1593412669899816,1,-2.1593412669899816,2.0
2,2,-3.171756146664518,1,-1.0124148796745362,4.0
3,3,-3.003499591692513,1,0.1682565549720052,6.0
4,4,-5.371302054049977,1,-2.3678024623574645,8.0
5,5,-8.040952509851014,1,-2.6696504558010368,10.0
6,6,-9.974945755684864,1,-1.9339932458338494,12.0
7,7,-10.624484422742913,1,-0.6495386670580501,14.0
8,8,-11.00183025758357,1,-0.3773458348406564,14.0
9,9,-11.878103602584229,1,-0.8762733450006583,16.0
10,10,-13.028697576276542,1,-1.1505939736923136,16.0
12,12,-15.12487245443966,1,-1.926406360806494,20.0
14,14,-16.922403707632085,1,-0.6554676317251404,24.0
17,17,-20.327411075913233,1,-1.6334620732845977,30.0
20,20,-23.595588174132573,1,-1.3227274445996824,36.0
25,25,-26.96657708357094,1,-0.7423162276073552,46.0
30,30,-28.024607609591673,1,-0.1830632301691344,52.0
40,40,-32.26569472479385,1,-1.692315673816041,68.0
50,50,-42.85352614404625,1,-1.9445428232642095,86.0
60,60,-54.094201196713,1,-1.6651667363658067,106.0
70,70,-66.18333248140908,1,-1.5698225575928797,126.0
80,80,-74.81166528867618,1,-1.682085940971756,144.0
90,90,-85.05440777068144,1,0.47301281915966786,164.0
100,100,-92.6707707726416,1,-1.4570444689498334,180.0
120,120,-104.4716159261652,1,-1.0310483021087966,216.0
140,140,-110.93562511942221,1,2.6335240294448257,248.0
170,170,-137.82793152641761,1,-2.2776884314584525,300.0
200,200,-162.1124294582577,1,-1.3537365806041337,360.0
250,250,-215.27728200072505,1,-0.6452027875502233,452.0
300,300,-248.82732552121175,1,-0.7510959436100728,546.0
400,400,-325.84842426904345,1,-0.8714324695494953,722.0
500,500,-404.54064182573984,1,-1.9753551123477662,902.0
600,600,-481.42819370224646,1,1.413214983290552,1080.0
700,700,-569.9696618949537,1,-0.2771620528453538,1256.0
800,800,-644.0378083178103,1,-1.16037977489282,1426.0
900,900,-721.5117045662337,1,-2.882648386612053,1600.0
1000,1000,-793.3757169812832,1,-0.3979194411390441,1776.0
1200,1200,-955.9725373400581,1,-0.9251899537968582,2134.0
1400,1400,-1130.1087816399975,1,0.037400113762000364,2500.0
1700,1700,-1377.193274712834,1,-3.2336972087009,3044.0
2000,2000,-1623.8809062377206,1,-0.4979496107378426,3592.0
2500,2500,-2018.1329826846445,1,-0.8065268744890848,4482.0
3000,3000,-2465.4581552739896,1,-1.8351215344659353,5390.0
4000,4000,-3246.755389702176,1,-0.184224939281598,7182.0
5000,5000,-4077.922270814388,1,-1.6976755377997477,8976.0
6000,6000,-4884.78299249286,1,1.272642830876848,10752.0
7000,7000,-5664.094964769892,1,-1.0977999405764,12544.0
8000,8000,-6485.580274454517,1,-0.45306554552202627,14330.0
9000,9000,-7250.648564951771,1,-1.636778637808336,16112.0
10000,10000,-8035.658047683341,1,-2.084734572408286,17860.0
