steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
67,1,1980.0,67,1980.0,66.0,66.0
147,2,4350.0,80,2370.0,145.0,79.0
229,3,6780.0,82,2430.0,226.0,81.0
319,4,9450.0,90,2670.0,315.0,89.0
393,5,11640.0,74,2190.0,388.0,89.0
450,6,13320.0,57,1680.0,444.0,89.0
539,7,15960.0,89,2640.0,532.0,89.0
615,8,18210.0,76,2250.0,607.0,89.0
706,9,20910.0,91,2700.0,697.0,90.0
766,10,22680.0,60,1770.0,756.0,90.0
1133,12,33630.0,293,8760.0,1121.0,292.0
1246,14,36960.0,65,1920.0,1232.0,292.0
1460,17,43290.0,65,1920.0,1443.0,292.0
1708,20,50640.0,80,2370.0,1688.0,292.0
2135,25,63300.0,103,3060.0,2110.0,292.0
2578,30,76440.0,80,2370.0,2548.0,292.0
3429,40,101670.0,56,1650.0,3389.0,292.0
4141,50,122730.0,84,2490.0,4091.0,292.0
4982,60,147660.0,150,4470.0,4922.0,292.0
5755,70,170550.0,109,3240.0,5685.0,292.0
6409,80,189870.0,49,1440.0,6329.0,292.0
7259,90,215070.0,85,2520.0,7169.0,292.0
8148,100,241440.0,101,3000.0,8048.0,292.0
9648,120,285840.0,69,2040.0,9528.0,292.0
11177,140,331110.0,101,3000.0,11037.0,292.0
13559,170,401670.0,67,1980.0,13389.0,292.0
16212,200,480360.0,72,2130.0,16012.0,292.0
20107,250,595710.0,74,2190.0,19857.0,292.0
23908,300,708240.0,75,2220.0,23608.0,292.0
31914,400,945420.0,96,2850.0,31514.0,292.0
39770,500,1178100.0,39,1140.0,39270.0,292.0
47582,600,1409460.0,53,1560.0,46982.0,292.0
55676,700,1649280.0,133,3960.0,54976.0,292.0
63688,800,1886640.0,73,2160.0,62888.0,292.0
71699,900,2123970.0,69,2040.0,70799.0,292.0
79577,1000,2357310.0,79,2340.0,78577.0,292.0
