steps,episode,total_return,episode_len,episode_return,total_regret
20,1,-2.0,20,-2.0,2.0
40,2,-6.0,20,-4.0,4.0
60,3,-6.0,20,0.0,4.0
80,4,-8.0,20,-2.0,6.0
100,5,-8.0,20,0.0,8.0
120,6,-6.0,20,2.0,8.0
140,7,-10.0,20,-4.0,10.0
160,8,-4.0,20,6.0,12.0
180,9,2.0,20,6.0,14.0
200,10,-8.0,20,-10.0,16.0
240,12,-12.0,20,-2.0,20.0
280,14,-18.0,20,-2.0,24.0
340,17,-4.0,20,4.0,26.0
400,20,-6.0,20,-4.0,26.0
500,25,-18.0,20,0.0,34.0
600,30,-20.0,20,-2.0,38.0
800,40,-28.0,20,2.0,48.0
1000,50,-28.0,20,-4.0,54.0
1200,60,-22.0,20,-2.0,64.0
1400,70,-32.0,20,6.0,74.0
1600,80,-28.0,20,2.0,88.0
1800,90,6.0,20,2.0,96.0
2000,100,4.0,20,-4.0,108.0
2400,120,14.0,20,4.0,130.0
2800,140,6.0,20,6.0,148.0
3400,170,18.0,20,-6.0,180.0
4000,200,14.0,20,-8.0,204.0
5000,250,22.0,20,4.0,254.0
6000,300,68.0,20,-10.0,306.0
8000,400,80.0,20,2.0,412.0
10000,500,48.0,20,2.0,504.0
12000,600,48.0,20,2.0,600.0
14000,700,140.0,20,6.0,678.0
16000,800,82.0,20,0.0,794.0
18000,900,148.0,20,-2.0,880.0
20000,1000,14.0,20,0.0,982.0
24000,1200,-40.0,20,6.0,1192.0
28000,1400,48.0,20,2.0,1380.0
34000,1700,-20.0,20,-4.0,1702.0
40000,2000,112.0,20,2.0,2006.0
50000,2500,206.0,20,-6.0,2468.0
60000,3000,244.0,20,0.0,2958.0
80000,4000,284.0,20,-10.0,3896.0
100000,5000,232.0,20,8.0,4896.0
120000,6000,450.0,20,-4.0,5870.0
140000,7000,246.0,20,2.0,6892.0
160000,8000,320.0,20,-4.0,7912.0
180000,9000,322.0,20,-6.0,8890.0
200000,10000,486.0,20,-10.0,9900.0
