steps,episode,total_return,episode_len,episode_return,total_regret
1,1,1.0,1,1.0,0.0
2,2,0.0,1,-1.0,2.0
3,3,-1.0,1,-1.0,4.0
4,4,-2.0,1,-1.0,6.0
5,5,-3.0,1,-1.0,8.0
6,6,-4.0,1,-1.0,10.0
7,7,-3.0,1,1.0,10.0
8,8,-4.0,1,-1.0,12.0
9,9,-5.0,1,-1.0,14.0
10,10,-6.0,1,-1.0,16.0
12,12,-8.0,1,-1.0,20.0
14,14,-10.0,1,-1.0,24.0
17,17,-11.0,1,-1.0,28.0
20,20,-14.0,1,-1.0,34.0
25,25,-19.0,1,-1.0,44.0
30,30,-24.0,1,-1.0,54.0
40,40,-30.0,1,-1.0,70.0
50,50,-40.0,1,-1.0,90.0
60,60,-46.0,1,-1.0,106.0
70,70,-56.0,1,-1.0,126.0
80,80,-66.0,1,-1.0,146.0
90,90,-72.0,1,1.0,162.0
100,100,-78.0,1,-1.0,178.0
120,120,-96.0,1,-1.0,216.0
140,140,-112.0,1,-1.0,252.0
170,170,-138.0,1,-1.0,308.0
200,200,-166.0,1,-1.0,366.0
250,250,-208.0,1,-1.0,458.0
300,300,-242.0,1,1.0,542.0
400,400,-320.0,1,-1.0,720.0
500,500,-402.0,1,-1.0,902.0
600,600,-472.0,1,1.0,1072.0
700,700,-560.0,1,-1.0,1260.0
800,800,-634.0,1,-1.0,1434.0
900,900,-726.0,1,-1.0,1626.0
1000,1000,-806.0,1,-1.0,1806.0
1200,1200,-948.0,1,-1.0,2148.0
1400,1400,-1118.0,1,-1.0,2518.0
1700,1700,-1356.0,1,-1.0,3056.0
2000,2000,-1606.0,1,-1.0,3606.0
2500,2500,-2010.0,1,-1.0,4510.0
3000,3000,-2412.0,1,-1.0,5412.0
4000,4000,-3232.0,1,-1.0,7232.0
5000,5000,-4026.0,1,-1.0,9026.0
6000,6000,-4816.0,1,-1.0,10816.0
7000,7000,-5622.0,1,-1.0,12622.0
8000,8000,-6430.0,1,-1.0,14430.0
9000,9000,-7236.0,1,-1.0,16236.0
10000,10000,-8012.0,1,-1.0,18012.0
