steps,episode,total_return,episode_len,episode_return,raw_return
1000,1,-1006.8211230101571,1000,-1006.8211230101571,-1000.0
2000,2,-2014.5188933199197,1000,-1007.6977703097665,-2000.0
3000,3,-3017.444540543617,1000,-1002.9256472236949,-3000.0
4000,4,-4008.4180454590155,1000,-990.9735049153975,-4000.0
5000,5,-5010.281399555556,1000,-1001.8633540965483,-5000.0
6000,6,-6007.473183380803,1000,-997.1917838252491,-6000.0
7000,7,-7004.787916049971,1000,-997.3147326691757,-7000.0
8000,8,-8010.296723417877,1000,-1005.5088073679126,-8000.0
9000,9,-9005.852515936223,1000,-995.5557925183618,-9000.0
10000,10,-9990.306646341385,1000,-984.454130405134,-10000.0
12000,12,-11996.30607910889,1000,-1003.8533746308398,-12000.0
14000,14,-13998.80638740614,1000,-992.5094288095537,-14000.0
17000,17,-16986.35236003198,1000,-1001.2785005997539,-17000.0
20000,20,-19976.988115531385,1000,-989.4128053733326,-20000.0
25000,25,-24968.822156291193,1000,-1003.2589746909673,-25000.0
30000,30,-29969.171759465982,1000,-981.5473736476046,-30000.0
40000,40,-39944.55659975164,1000,-994.0451723003065,-40000.0
50000,50,-49940.50954658545,1000,-1007.4594324516679,-50000.0
60000,60,-59943.70490072141,1000,-1009.6230684853637,-60000.0
70000,70,-69986.3158843691,1000,-997.6141331355221,-70000.0
80000,80,-80010.64118706959,1000,-1002.2058586028619,-80000.0
90000,90,-90039.12798015575,1000,-1005.7000847808116,-90000.0
100000,100,-100069.64936958015,1000,-1012.7411628438037,-100000.0
120000,120,-120032.32488324346,1000,-996.9975923047009,-120000.0
140000,140,-140086.963905249,1000,-969.6112056618757,-140000.0
170000,170,-170082.2276972841,1000,-998.2306162412469,-170000.0
200000,200,-200066.68249779416,1000,-1022.8151665652895,-200000.0
250000,250,-250040.73531368418,1000,-1021.2475042932197,-250000.0
300000,300,-300091.35025541583,1000,-988.2304731802387,-300000.0
400000,400,-400304.20059799525,1000,-999.2446807844957,-400000.0
500000,500,-500172.1391168671,1000,-1016.088048092924,-500000.0
600000,600,-600158.7489616409,1000,-987.3273165983543,-600000.0
700000,700,-700403.1189862094,1000,-1007.594835891685,-700000.0
799779,800,-800407.5905146886,1000,-1002.6109056870571,-799779.0
899779,900,-900407.0025062808,1000,-1009.5590321550206,-899779.0
999779,1000,-1000595.1761004723,1000,-991.5249693383812,-999779.0
