steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
57,1,56000.0,57,56000.0,56.0,56.0
120,2,118000.0,63,62000.0,118.0,62.0
190,3,187000.0,70,69000.0,187.0,69.0
273,4,269000.0,83,82000.0,269.0,82.0
360,5,355000.0,87,86000.0,355.0,86.0
439,6,433000.0,79,78000.0,433.0,86.0
485,7,478000.0,46,45000.0,478.0,86.0
542,8,534000.0,57,56000.0,534.0,86.0
603,9,594000.0,61,60000.0,594.0,86.0
717,10,707000.0,114,113000.0,707.0,113.0
826,12,814000.0,46,45000.0,814.0,113.0
956,14,942000.0,76,75000.0,942.0,113.0
1197,17,1180000.0,93,92000.0,1180.0,113.0
1379,20,1359000.0,49,48000.0,1359.0,113.0
1765,25,1740000.0,82,81000.0,1740.0,113.0
2377,30,2347000.0,250,249000.0,2347.0,249.0
3239,40,3199000.0,99,98000.0,3199.0,249.0
4031,50,3981000.0,91,90000.0,3981.0,249.0
4825,60,4765000.0,52,51000.0,4765.0,249.0
5736,70,5666000.0,77,76000.0,5666.0,249.0
6418,80,6338000.0,89,88000.0,6338.0,249.0
7322,90,7232000.0,131,130000.0,7232.0,249.0
8561,100,8461000.0,60,59000.0,8461.0,249.0
10106,120,9986000.0,75,74000.0,9986.0,249.0
11664,140,11524000.0,84,83000.0,11524.0,249.0
14435,170,14265000.0,41,40000.0,14265.0,249.0
16929,200,16729000.0,59,58000.0,16729.0,249.0
20983,250,20733000.0,70,69000.0,20733.0,249.0
25096,300,24796000.0,78,77000.0,24796.0,249.0
33635,400,33235000.0,53,52000.0,33235.0,249.0
41843,500,41343000.0,53,52000.0,41343.0,249.0
50235,600,49635000.0,71,70000.0,49635.0,249.0
58182,700,57482000.0,59,58000.0,57482.0,249.0
65738,800,64938000.0,43,42000.0,64938.0,249.0
73244,900,72344000.0,62,61000.0,72344.0,249.0
80943,1000,79943000.0,67,66000.0,79943.0,249.0
