steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-30.0,1,-30.0,2.0
2,2,-60.0,1,-30.0,4.0
3,3,-90.0,1,-30.0,6.0
4,4,-120.0,1,-30.0,8.0
5,5,-150.0,1,-30.0,10.0
6,6,-180.0,1,-30.0,12.0
7,7,-210.0,1,-30.0,14.0
8,8,-240.0,1,-30.0,16.0
9,9,-270.0,1,-30.0,18.0
10,10,-300.0,1,-30.0,20.0
12,12,-360.0,1,-30.0,24.0
14,14,-420.0,1,-30.0,28.0
17,17,-510.0,1,-30.0,34.0
20,20,-600.0,1,-30.0,40.0
25,25,-690.0,1,-30.0,48.0
30,30,-780.0,1,30.0,56.0
40,40,-1080.0,1,-30.0,76.0
50,50,-1380.0,1,-30.0,96.0
60,60,-1500.0,1,-30.0,110.0
70,70,-1740.0,1,-30.0,128.0
80,80,-1920.0,1,-30.0,144.0
90,90,-2160.0,1,-30.0,162.0
100,100,-2340.0,1,-30.0,178.0
120,120,-2880.0,1,-30.0,216.0
140,140,-3420.0,1,-30.0,254.0
170,170,-4080.0,1,30.0,306.0
200,200,-4560.0,1,-30.0,352.0
250,250,-5820.0,1,30.0,444.0
300,300,-7080.0,1,-30.0,536.0
400,400,-9300.0,1,30.0,710.0
500,500,-11700.0,1,30.0,890.0
600,600,-13980.0,1,-30.0,1066.0
700,700,-16440.0,1,-30.0,1248.0
800,800,-18960.0,1,-30.0,1432.0
900,900,-21180.0,1,-30.0,1606.0
1000,1000,-23640.0,1,-30.0,1788.0
1200,1200,-28440.0,1,-30.0,2148.0
1400,1400,-33120.0,1,-30.0,2504.0
1700,1700,-40740.0,1,-30.0,3058.0
2000,2000,-47580.0,1,-30.0,3586.0
2500,2500,-59760.0,1,-30.0,4492.0
3000,3000,-71340.0,1,-30.0,5378.0
4000,4000,-94620.0,1,-30.0,7154.0
5000,5000,-118680.0,1,-30.0,8956.0
6000,6000,-143400.0,1,-30.0,10780.0
7000,7000,-167580.0,1,-30.0,12586.0
8000,8000,-190620.0,1,-30.0,14354.0
9000,9000,-214020.0,1,-30.0,16134.0
10000,10000,-236520.0,1,-30.0,17884.0
