steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
67,1,0.565270551623124,67,0.565270551623124,66.0,66.0
148,2,28.624136015037053,81,28.058865463413937,146.0,80.0
241,3,165.17668597874982,93,136.55254996371278,238.0,92.0
323,4,339.13686823410035,82,173.9601822553505,319.0,92.0
404,5,419.93973859177584,81,80.80287035767532,399.0,92.0
497,6,763.7001185349457,93,343.76037994317034,491.0,92.0
557,7,987.4469006534101,60,223.74678211846478,550.0,92.0
634,8,1072.4287821727462,77,84.98188151933616,626.0,92.0
693,9,1186.5621881261447,59,114.13340595339895,684.0,92.0
759,10,1170.2705430948974,66,-16.291645031245483,749.0,92.0
965,12,1373.6817859483147,114,153.84766471801333,953.0,113.0
1155,14,1699.8766226356624,93,28.691794447548272,1141.0,113.0
1379,17,1987.397413338327,74,68.54989849095752,1362.0,113.0
1658,20,2243.011000933376,89,139.15908739288415,1638.0,130.0
2073,25,2579.34954629532,84,-19.644710661356378,2048.0,130.0
2422,30,2990.9955607238276,72,65.21398180091369,2392.0,130.0
3265,40,3183.5280660734147,74,-31.433998341770195,3225.0,156.0
3933,50,4076.096412841133,102,207.4421059863923,3883.0,156.0
4711,60,5252.773217333054,98,63.878928732633625,4651.0,156.0
5621,70,5859.234041434151,94,-12.029807968687594,5551.0,185.0
6383,80,6042.078914324799,84,50.97897819056803,6303.0,185.0
7071,90,6513.167910670526,65,9.784961331400103,6981.0,185.0
7935,100,7792.0413687165765,86,277.0359662493153,7835.0,185.0
9538,120,9562.781260815958,90,54.771779477676745,9418.0,185.0
11199,140,11007.268338114975,85,48.742969325090336,11059.0,185.0
13433,170,13613.9349733816,79,173.36928079296675,13263.0,185.0
15898,200,15881.115492215687,72,-49.123028613529364,15698.0,185.0
19674,250,19873.96175485868,79,26.496108073154893,19424.0,185.0
23559,300,23310.82475751092,72,27.458895942119508,23259.0,185.0
32008,400,31846.861339148953,107,66.65239708211432,31608.0,235.0
40410,500,38967.48513921696,71,-17.02836026062195,39910.0,235.0
48373,600,47209.81875730992,49,51.84977460722688,47773.0,235.0
56402,700,55571.11632569512,62,-10.064810600612558,55702.0,235.0
64436,800,62718.30922617696,58,203.1784597218888,63636.0,236.0
72391,900,69159.30813821056,95,61.321397102220004,71491.0,249.0
80333,1000,76721.22334753629,93,156.89347932884783,79333.0,249.0
