steps,episode,total_return,episode_len,episode_return,raw_return
1000,1,-1017.5927855930008,1000,-1017.5927855930008,-1000.0
2000,2,-2015.4112335170719,1000,-997.8184479240732,-2000.0
3000,3,-3030.0310081463435,1000,-1014.6197746292692,-3000.0
4000,4,-3923.456708337289,1000,-893.4257001909493,-4000.0
5000,5,-4822.105550905567,1000,-898.6488425682758,-5000.0
6000,6,-5863.6064929703025,1000,-1041.500942064734,-6000.0
7000,7,-6835.513170763409,1000,-971.9066777931238,-7000.0
8000,8,-7730.810257638558,1000,-895.2970868751435,-8000.0
9000,9,-8655.725889153835,1000,-924.915631515295,-9000.0
10000,10,-9608.950592350291,1000,-953.2247031964455,-10000.0
12000,12,-11515.24184554689,1000,-842.2447503680941,-12000.0
14000,14,-13635.36719957793,1000,-954.0621318157858,-14000.0
17000,17,-16804.465534303894,1000,-1133.698289257865,-17000.0
20000,20,-19692.368023020244,1000,-1058.8257109661877,-20000.0
25000,25,-24533.329084703644,1000,-968.3149919431266,-25000.0
30000,30,-29538.27090256653,1000,-967.5868266296528,-30000.0
40000,40,-39471.8331738045,1000,-902.0911006540366,-40000.0
50000,50,-48951.4513653861,1000,-1096.2014073316368,-50000.0
60000,60,-58835.2083558685,1000,-805.2020063741895,-60000.0
70000,70,-69248.83629517083,1000,-974.3954206579556,-70000.0
80000,80,-79283.62429165738,1000,-971.2016692620689,-80000.0
90000,90,-89598.37796233478,1000,-1032.5568985302125,-90000.0
100000,100,-99808.30077866952,1000,-970.3471997356226,-100000.0
120000,120,-119192.44959381378,1000,-974.8665888850778,-120000.0
140000,140,-139602.55592471917,1000,-1042.7363828074535,-140000.0
170000,170,-168366.8623984101,1000,-882.0180929774,-170000.0
200000,200,-199289.95245020938,1000,-1099.6821089050663,-200000.0
250000,250,-249252.37911743612,1000,-906.9554459671886,-250000.0
300000,300,-297476.4836758672,1000,-772.1874328678771,-300000.0
400000,400,-397309.25005754275,1000,-1007.7617576303214,-400000.0
500000,500,-497702.99814687355,1000,-896.5633021096921,-500000.0
600000,600,-596943.8021148032,1000,-874.6458323233188,-600000.0
700000,700,-694875.3768409475,1000,-1050.5726396812126,-700000.0
800000,800,-795002.1588201727,1000,-887.8049831974017,-800000.0
900000,900,-894643.6602625662,1000,-961.4119173844908,-900000.0
1000000,1000,-996038.4614275526,1000,-1064.7226786559613,-1000000.0
