steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
58,1,54.55337148559608,58,54.55337148559608,57.0,57.0
122,2,116.85302946153375,64,62.29965797593771,120.0,63.0
226,3,216.74690689139484,104,99.89387742986108,223.0,103.0
287,4,280.1941449503707,61,63.44723805897564,283.0,103.0
420,5,411.44904730910264,133,131.25490235873195,415.0,132.0
549,6,539.6286828790243,129,128.1796355699213,543.0,132.0
610,7,600.2486742725043,61,60.61999139348008,603.0,132.0
743,8,734.0879706963965,133,133.83929642389165,735.0,132.0
863,9,857.2434687423327,120,123.15549804593626,854.0,132.0
953,10,942.065979481561,90,84.82251073922787,943.0,132.0
1097,12,1084.5498890457347,53,50.422997433146804,1085.0,132.0
1292,14,1275.5201333882808,81,79.63694925199684,1278.0,132.0
1516,17,1493.440697335762,66,67.44516332709266,1499.0,132.0
1796,20,1764.087798027405,129,122.95566127533996,1776.0,132.0
2095,25,2060.98379613997,63,63.295234167329994,2070.0,132.0
2499,30,2462.5116969280484,62,57.81302865064173,2469.0,132.0
3326,40,3279.5928692222224,71,71.69658271236912,3286.0,132.0
4107,50,4030.737367346683,98,95.68084855716428,4057.0,132.0
4891,60,4800.396079954042,80,80.45508993640846,4831.0,132.0
5735,70,5632.933183221349,152,146.79377017424784,5665.0,151.0
6491,80,6384.092317560447,79,78.41615959720815,6411.0,151.0
7296,90,7183.613851545588,103,104.69343390891815,7206.0,151.0
8141,100,8018.729579731102,58,57.72669711681546,8041.0,151.0
9848,120,9683.362615953085,115,118.36445708295487,9728.0,151.0
11622,140,11442.023850155274,76,79.35120994548964,11482.0,176.0
13911,170,13703.959687787632,59,56.267555418722885,13741.0,176.0
16351,200,16111.871853834667,61,57.419453949807156,16151.0,176.0
20271,250,19981.08683376842,66,59.82030650103196,20021.0,176.0
24241,300,23891.966289667023,69,69.69697976515835,23941.0,180.0
32127,400,31646.347791958822,122,119.86050694783181,31727.0,180.0
39899,500,39343.56964295863,66,64.03138179663642,39399.0,180.0
47832,600,47207.9590522505,95,97.80353635292732,47232.0,180.0
55740,700,55068.78909363419,75,76.50698629092429,55040.0,180.0
63941,800,63188.39509219592,139,134.13369864912124,63141.0,203.0
71902,900,70989.44500468526,66,62.407702984039084,71002.0,203.0
79584,1000,78556.51743449141,90,84.5771568791027,78584.0,203.0
