steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
42,1,-0.005,42,-0.005,1,0
84,2,-0.01047619047619048,42,-0.005476190476190476,2,0
126,3,-0.014761904761904775,42,-0.004285714285714287,3,0
168,4,-0.01880952380952383,42,-0.004047619047619049,4,0
210,5,-0.023809523809523843,42,-0.005,5,0
252,6,-0.028809523809523854,42,-0.005,6,0
294,7,-0.03357142857142863,42,-0.004761904761904762,7,0
336,8,-0.03809523809523816,42,-0.0045238095238095246,8,0
378,9,-0.04214285714285722,42,-0.004047619047619049,9,0
420,10,-0.04666666666666675,42,-0.0045238095238095246,10,0
504,12,-0.05571428571428582,42,-0.004047619047619049,12,0
588,14,-0.06476190476190483,42,-0.004047619047619049,14,0
714,17,-0.08095238095238058,42,-0.005238095238095238,17,0
840,20,-0.09547619047618972,42,-0.005238095238095238,20,0
1050,25,-0.11976190476190335,42,-0.005476190476190476,25,0
1260,30,-0.14595238095237884,42,-0.004761904761904762,30,0
1680,40,-0.19690476190475842,42,-0.005476190476190476,40,0
2100,50,-0.2528571428571382,42,-0.005714285714285713,50,0
2520,60,-0.3021428571428569,42,-0.005,60,0
2940,70,-0.3530952380952424,42,-0.003809523809523811,70,0
3360,80,-0.4047619047619137,42,-0.005,80,0
3780,90,-0.45214285714287034,42,-0.004761904761904762,90,0
4200,100,-0.49738095238096963,42,-0.0045238095238095246,100,0
5040,120,-0.5961904761905022,42,-0.004285714285714287,120,0
5880,140,-0.6966666666667017,42,-0.005238095238095238,140,0
7140,170,-0.840952380952429,42,-0.0045238095238095246,170,0
8400,200,-0.9950000000000618,42,-0.005476190476190476,200,0
10500,250,-1.2442857142856845,42,-0.0045238095238095246,250,0
12600,300,-1.5061904761903477,42,-0.004761904761904762,300,0
16800,400,-1.9997619047615904,42,-0.004761904761904762,400,0
21000,500,-2.497857142856641,42,-0.005476190476190476,500,0
25200,600,-2.9880952380945516,42,-0.0045238095238095246,600,0
29400,700,-3.500714285713406,42,-0.006904761904761902,700,0
33600,800,-4.016666666665593,42,-0.004761904761904762,800,0
37800,900,-4.5183333333320705,42,-0.005238095238095238,900,0
42000,1000,-5.011904761903313,42,-0.005,1000,0
50400,1200,-6.007619047617224,42,-0.0033333333333333344,1200,0
58800,1400,-7.015952380950178,42,-0.005238095238095238,1400,0
71400,1700,-8.514999999999153,42,-0.006428571428571427,1700,0
84000,2000,-10.024523809528025,42,-0.005238095238095238,2000,0
105000,2500,-12.53595238096502,42,-0.004761904761904762,2500,0
126000,3000,-15.056428571449663,42,-0.0045238095238095246,3000,0
168000,4000,-20.08714285718082,42,-0.005,4000,0
210000,5000,-25.127619047673914,42,-0.004285714285714287,5000,0
252000,6000,-30.119761904833513,42,-0.0045238095238095246,6000,0
294000,7000,-35.12190476199314,42,-0.004761904761904762,7000,0
336000,8000,-40.08547619058122,42,-0.005,8000,0
378000,9000,-45.03404761916924,42,-0.0045238095238095246,9000,0
420000,10000,-50.04904761918606,42,-0.005,10000,0
