steps,episode,total_return,episode_len,episode_return,total_regret
80,1,14.0,80,14.0,2.0
160,2,8.0,80,-6.0,2.0
240,3,4.0,80,-4.0,4.0
320,4,22.0,80,18.0,4.0
400,5,24.0,80,2.0,6.0
480,6,16.0,80,-8.0,6.0
560,7,6.0,80,-10.0,6.0
640,8,-2.0,80,-8.0,6.0
720,9,-4.0,80,-2.0,6.0
800,10,0.0,80,4.0,6.0
960,12,18.0,80,8.0,8.0
1120,14,6.0,80,-14.0,10.0
1360,17,14.0,80,2.0,16.0
1600,20,10.0,80,-6.0,18.0
2000,25,10.0,80,4.0,26.0
2400,30,8.0,80,4.0,32.0
3200,40,-8.0,80,8.0,44.0
4000,50,-6.0,80,4.0,52.0
4800,60,-10.0,80,-2.0,58.0
5600,70,-26.0,80,-8.0,64.0
6400,80,-38.0,80,6.0,80.0
7200,90,-90.0,80,10.0,90.0
8000,100,-112.0,80,0.0,98.0
9600,120,-160.0,80,4.0,118.0
11200,140,-214.0,80,8.0,134.0
13600,170,-182.0,80,4.0,174.0
16000,200,-188.0,80,-16.0,202.0
20000,250,-194.0,80,0.0,244.0
24000,300,-154.0,80,-4.0,286.0
32000,400,-192.0,80,-6.0,388.0
40000,500,-142.0,80,8.0,498.0
48000,600,-230.0,80,4.0,600.0
56000,700,-388.0,80,8.0,712.0
64000,800,-334.0,80,-8.0,822.0
72000,900,-430.0,80,-6.0,920.0
80000,1000,-512.0,80,0.0,998.0
96000,1200,-442.0,80,-4.0,1204.0
112000,1400,-324.0,80,16.0,1382.0
136000,1700,-246.0,80,-6.0,1680.0
160000,2000,-390.0,80,4.0,1982.0
200000,2500,-220.0,80,8.0,2474.0
240000,3000,-168.0,80,-2.0,2948.0
320000,4000,-474.0,80,-12.0,3972.0
400000,5000,-1304.0,80,8.0,4954.0
480000,6000,-1360.0,80,0.0,5978.0
560000,7000,-1332.0,80,0.0,6964.0
640000,8000,-1480.0,80,-8.0,7952.0
720000,9000,-1752.0,80,12.0,8946.0
800000,10000,-1996.0,80,6.0,9944.0
