steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
32,1,-1.0612056016045681,32,-1.0612056016045681,1,0
64,2,-1.0662056016045671,32,-0.005,2,0
96,3,-1.071830601604566,32,-0.005625000000000001,3,0
128,4,-1.0774556016045649,32,-0.005625000000000001,4,0
160,5,-1.0827681016045638,32,-0.0053125,5,0
192,6,-1.0880806016045628,32,-0.0053125,6,0
224,7,-2.1243272096371175,32,-1.0362466080325556,7,0
256,8,-2.1287022096371198,32,-0.0043749999999999995,8,0
288,9,-2.133077209637122,32,-0.0043749999999999995,9,0
320,10,-2.8820473443019696,32,-0.7489701346648463,10,0
384,12,-2.892359844301975,32,-0.005937500000000001,12,0
448,14,-2.9029848443019803,32,-0.005,14,0
544,17,-2.7218880803697525,32,-0.005625000000000001,17,0
640,20,-3.959207997097927,32,-0.005937500000000001,20,0
800,25,-3.986395497097941,32,-0.0053125,25,0
960,30,-4.011707997097937,32,-0.005625000000000001,30,0
1280,40,-3.287705749032795,32,0.39198735186804967,40,0
1600,50,-3.3411432490328226,32,-0.0037499999999999994,50,0
1920,60,-3.876523901728581,32,-0.0065625000000000015,59,0
2240,70,-1.6975385308833446,32,-0.005,69,0
2560,80,-1.6809550667125068,32,-0.0046875,79,0
2880,90,-0.7319217728453611,32,-0.005937500000000001,89,0
3200,100,-1.5261438188615302,32,-0.005,99,0
3840,120,-3.3558579348160635,32,-0.005,118,0
4480,140,-5.400646880075668,32,-0.005625000000000001,138,0
5440,170,-3.815631542484832,32,-0.005,167,0
6400,200,-8.355720363825947,32,0.06105208188506398,197,0
8000,250,-9.503407035795584,32,-0.005,246,0
9600,300,-8.156876890307144,32,-0.006250000000000001,295,0
12800,400,-14.47695608211038,32,-0.0046875,392,0
16000,500,-13.96034466527134,32,-0.0043749999999999995,490,0
19200,600,-14.68823927723319,32,-0.0031249999999999997,589,0
22400,700,-14.481161249490912,32,-0.2264622692309827,687,0
25600,800,-16.024693778253038,32,-0.005625000000000001,784,0
28800,900,-5.452168333515713,32,-0.005937500000000001,884,0
32000,1000,-3.6184654685255255,32,0.383183568360727,980,0
38400,1200,1.3845988504565336,32,-0.006250000000000001,1177,0
44800,1400,0.4158517422054007,32,-0.0053125,1371,0
54400,1700,3.4058417069198814,32,-0.005937500000000001,1663,0
64000,2000,0.015812726025656032,32,-0.005937500000000001,1950,0
80000,2500,-7.34401987091136,32,-0.0046875,2434,0
96000,3000,1.655822200229648,32,-0.0046875,2913,0
128000,4000,-1.2599958275491605,32,-0.006250000000000001,3889,0
160000,5000,-4.032212265572137,32,-0.0053125,4849,0
192000,6000,-4.38940612793595,32,-0.006875000000000002,5813,0
224000,7000,4.338737688065923,32,0.587985264336378,6778,0
256000,8000,2.9165017653366365,32,-0.0065625000000000015,7758,0
288000,9000,-3.828403123680169,32,-0.0046875,8727,0
320000,10000,-20.36614755009645,32,-0.0046875,9699,0
