steps,episode,total_return,episode_len,episode_return,total_regret
20,1,4.0,20,4.0,2.0
40,2,10.0,20,6.0,2.0
60,3,10.0,20,0.0,4.0
80,4,18.0,20,8.0,4.0
100,5,14.0,20,-4.0,6.0
120,6,10.0,20,-4.0,6.0
140,7,8.0,20,-2.0,8.0
160,8,4.0,20,-4.0,10.0
180,9,0.0,20,-4.0,10.0
200,10,-6.0,20,-6.0,12.0
240,12,2.0,20,0.0,16.0
280,14,2.0,20,-4.0,18.0
340,17,-4.0,20,-2.0,18.0
400,20,-8.0,20,-4.0,20.0
500,25,-16.0,20,-4.0,28.0
600,30,-32.0,20,-2.0,30.0
800,40,-22.0,20,0.0,34.0
1000,50,-28.0,20,6.0,42.0
1200,60,-18.0,20,6.0,54.0
1400,70,22.0,20,8.0,60.0
1600,80,18.0,20,-2.0,70.0
1800,90,-16.0,20,-10.0,82.0
2000,100,-28.0,20,0.0,90.0
2400,120,-28.0,20,0.0,110.0
2800,140,8.0,20,-4.0,124.0
3400,170,68.0,20,6.0,146.0
4000,200,32.0,20,-4.0,182.0
5000,250,58.0,20,-6.0,228.0
6000,300,2.0,20,-2.0,290.0
8000,400,84.0,20,8.0,398.0
10000,500,96.0,20,4.0,490.0
12000,600,58.0,20,-4.0,604.0
14000,700,88.0,20,-4.0,698.0
16000,800,92.0,20,-2.0,788.0
18000,900,100.0,20,0.0,892.0
20000,1000,102.0,20,-8.0,1000.0
24000,1200,162.0,20,4.0,1224.0
28000,1400,302.0,20,4.0,1408.0
34000,1700,162.0,20,-2.0,1718.0
40000,2000,-64.0,20,0.0,2042.0
50000,2500,-192.0,20,0.0,2554.0
60000,3000,-132.0,20,2.0,3064.0
80000,4000,-36.0,20,-2.0,4024.0
100000,5000,-66.0,20,2.0,5044.0
120000,6000,-60.0,20,-2.0,6068.0
140000,7000,178.0,20,-8.0,6990.0
160000,8000,290.0,20,-2.0,8004.0
180000,9000,204.0,20,-4.0,8974.0
200000,10000,-154.0,20,0.0,10026.0
