steps,episode,total_return,episode_len,episode_return,total_regret
4,1,0.0,4,0.0,0.0
8,2,-2.0,4,-2.0,2.0
12,3,-6.0,4,-4.0,4.0
16,4,-4.0,4,2.0,4.0
20,5,-2.0,4,2.0,4.0
24,6,2.0,4,4.0,4.0
28,7,0.0,4,-2.0,4.0
32,8,-2.0,4,-2.0,6.0
36,9,-2.0,4,0.0,6.0
40,10,0.0,4,2.0,6.0
48,12,-2.0,4,0.0,8.0
56,14,2.0,4,2.0,10.0
68,17,6.0,4,4.0,10.0
80,20,12.0,4,2.0,12.0
100,25,10.0,4,-2.0,14.0
120,30,-2.0,4,-2.0,22.0
160,40,8.0,4,2.0,34.0
200,50,8.0,4,0.0,36.0
240,60,-4.0,4,0.0,56.0
280,70,-4.0,4,-2.0,62.0
320,80,-10.0,4,2.0,74.0
360,90,-6.0,4,-4.0,86.0
400,100,-12.0,4,2.0,98.0
480,120,2.0,4,0.0,110.0
560,140,16.0,4,4.0,122.0
680,170,-6.0,4,-2.0,158.0
800,200,-2.0,4,0.0,182.0
1000,250,-8.0,4,2.0,234.0
1200,300,-8.0,4,0.0,286.0
1600,400,14.0,4,-4.0,378.0
2000,500,40.0,4,2.0,480.0
2400,600,46.0,4,-2.0,584.0
2800,700,28.0,4,2.0,688.0
3200,800,40.0,4,0.0,782.0
3600,900,12.0,4,0.0,890.0
4000,1000,8.0,4,-2.0,988.0
4800,1200,68.0,4,-2.0,1156.0
5600,1400,50.0,4,0.0,1364.0
6800,1700,38.0,4,-2.0,1664.0
8000,2000,10.0,4,4.0,1964.0
10000,2500,-10.0,4,0.0,2488.0
12000,3000,6.0,4,0.0,2996.0
16000,4000,8.0,4,-2.0,3974.0
20000,5000,144.0,4,0.0,4998.0
24000,6000,164.0,4,-2.0,5968.0
28000,7000,92.0,4,-2.0,6982.0
32000,8000,110.0,4,0.0,7966.0
36000,9000,120.0,4,0.0,8938.0
40000,10000,198.0,4,4.0,9948.0
