steps,episode,total_return,episode_len,episode_return,total_regret
5,1,1.0,5,1.0,2.0
10,2,0.0,5,-1.0,2.0
15,3,-5.0,5,-5.0,4.0
20,4,-8.0,5,-3.0,6.0
25,5,-11.0,5,-3.0,8.0
30,6,-10.0,5,1.0,10.0
35,7,-11.0,5,-1.0,10.0
40,8,-10.0,5,1.0,10.0
45,9,-11.0,5,-1.0,12.0
50,10,-8.0,5,3.0,12.0
60,12,-8.0,5,1.0,14.0
70,14,-12.0,5,-5.0,16.0
85,17,-19.0,5,-5.0,18.0
100,20,-20.0,5,-3.0,20.0
125,25,-23.0,5,-1.0,22.0
150,30,-22.0,5,-1.0,30.0
200,40,-20.0,5,3.0,38.0
250,50,-36.0,5,-1.0,50.0
300,60,-38.0,5,-1.0,54.0
350,70,-32.0,5,1.0,66.0
400,80,-30.0,5,1.0,72.0
450,90,-34.0,5,-1.0,80.0
500,100,-32.0,5,-3.0,96.0
600,120,-54.0,5,-3.0,128.0
700,140,-50.0,5,1.0,150.0
850,170,-62.0,5,-1.0,184.0
1000,200,-64.0,5,-1.0,222.0
1250,250,-60.0,5,-1.0,274.0
1500,300,-60.0,5,-1.0,332.0
2000,400,-50.0,5,1.0,428.0
2500,500,-38.0,5,3.0,530.0
3000,600,-44.0,5,3.0,620.0
3500,700,52.0,5,-5.0,710.0
4000,800,36.0,5,-1.0,824.0
4500,900,68.0,5,-1.0,896.0
5000,1000,58.0,5,1.0,1012.0
6000,1200,26.0,5,1.0,1234.0
7000,1400,-8.0,5,-3.0,1436.0
8500,1700,76.0,5,-1.0,1728.0
10000,2000,78.0,5,1.0,2034.0
12500,2500,106.0,5,5.0,2522.0
15000,3000,184.0,5,-3.0,3008.0
20000,4000,308.0,5,3.0,3962.0
25000,5000,200.0,5,-1.0,4960.0
30000,6000,310.0,5,-1.0,5966.0
35000,7000,250.0,5,-1.0,6998.0
40000,8000,348.0,5,-1.0,7956.0
45000,9000,414.0,5,3.0,9010.0
50000,10000,488.0,5,3.0,9972.0
