steps,episode,total_return,episode_len,episode_return,total_regret
20,1,-4.0,20,-4.0,2.0
40,2,-8.0,20,-4.0,4.0
60,3,-10.0,20,-2.0,4.0
80,4,-12.0,20,-2.0,6.0
100,5,-14.0,20,-2.0,8.0
120,6,-12.0,20,2.0,10.0
140,7,-14.0,20,-2.0,12.0
160,8,-18.0,20,-4.0,14.0
180,9,-24.0,20,-6.0,16.0
200,10,-22.0,20,2.0,16.0
240,12,-22.0,20,2.0,16.0
280,14,-18.0,20,-2.0,18.0
340,17,-24.0,20,2.0,22.0
400,20,-28.0,20,0.0,28.0
500,25,-22.0,20,0.0,34.0
600,30,-34.0,20,-6.0,40.0
800,40,-22.0,20,6.0,48.0
1000,50,0.0,20,4.0,62.0
1200,60,-4.0,20,2.0,72.0
1400,70,-28.0,20,4.0,82.0
1600,80,-22.0,20,2.0,92.0
1800,90,-16.0,20,8.0,102.0
2000,100,-20.0,20,4.0,106.0
2400,120,-2.0,20,-2.0,128.0
2800,140,-22.0,20,-8.0,150.0
3400,170,0.0,20,2.0,180.0
4000,200,10.0,20,0.0,224.0
5000,250,34.0,20,6.0,266.0
6000,300,100.0,20,-8.0,322.0
8000,400,126.0,20,-8.0,426.0
10000,500,120.0,20,4.0,536.0
12000,600,86.0,20,6.0,640.0
14000,700,166.0,20,-2.0,732.0
16000,800,204.0,20,2.0,824.0
18000,900,236.0,20,4.0,934.0
20000,1000,190.0,20,-4.0,1020.0
24000,1200,134.0,20,0.0,1226.0
28000,1400,268.0,20,-4.0,1416.0
34000,1700,210.0,20,6.0,1718.0
40000,2000,202.0,20,6.0,2010.0
50000,2500,318.0,20,-4.0,2500.0
60000,3000,442.0,20,4.0,2986.0
80000,4000,246.0,20,6.0,4000.0
100000,5000,560.0,20,4.0,4954.0
120000,6000,510.0,20,6.0,5914.0
140000,7000,610.0,20,6.0,6934.0
160000,8000,340.0,20,2.0,7922.0
180000,9000,456.0,20,-2.0,8906.0
200000,10000,400.0,20,-6.0,9978.0
