steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
64,1,89.90889837677376,64,89.90889837677376,63.0,63.0
141,2,157.3784190874454,77,67.46952071067156,139.0,76.0
243,3,295.0590608188969,102,137.6806417314516,240.0,101.0
304,4,261.31722903676484,61,-33.74183178213193,300.0,101.0
368,5,340.33072448143696,64,79.01349544467219,363.0,101.0
504,6,245.2452707408869,136,-95.08545374055022,498.0,135.0
629,7,381.53156685420123,125,136.2862961133144,622.0,135.0
710,8,474.29201137576194,81,92.76044452156052,702.0,135.0
821,9,829.7411551857849,111,355.44914381002343,812.0,135.0
889,10,828.488667508907,68,-1.252487676878074,879.0,135.0
1027,12,861.7941126792294,86,54.5120476262442,1015.0,135.0
1212,14,1359.4775199361873,108,243.74043645737535,1198.0,135.0
1525,17,1519.1385070130757,101,169.2391941100467,1508.0,151.0
1780,20,1665.2796194416899,76,-57.65907633558903,1760.0,151.0
2170,25,1788.6955858936446,96,-177.0833085300044,2145.0,151.0
2558,30,2342.6737347539724,94,243.180056248789,2528.0,151.0
3193,40,3048.3673812535044,61,44.05554645400612,3153.0,151.0
4035,50,3699.6674405447206,87,1.9740630575940248,3985.0,157.0
4767,60,4663.824167810569,75,269.0692414763123,4707.0,157.0
5523,70,4782.088440174267,69,-102.57477938394914,5453.0,157.0
6395,80,5580.577679751442,88,80.32526615259569,6315.0,157.0
7169,90,6254.62482056416,57,97.18179243904777,7079.0,157.0
7944,100,7203.851708557708,48,138.89738736998126,7844.0,157.0
9488,120,8577.86808357118,48,-31.13075389014267,9368.0,157.0
11050,140,9950.097916384875,94,94.96095152941271,10910.0,157.0
13457,170,11031.63320208815,219,13.596566874148401,13287.0,218.0
15757,200,13526.769385451582,55,12.045570849386536,15557.0,218.0
19886,250,17840.990751305508,140,-62.96930309704278,19636.0,218.0
23794,300,22409.945106265986,66,71.57345654472012,23494.0,218.0
32009,400,29185.6972775022,144,104.91563279702791,31609.0,218.0
39639,500,36145.237126345695,142,122.86408978787203,39139.0,218.0
47619,600,43606.831117276684,71,-28.698528006482075,47019.0,218.0
55520,700,51021.60778891811,62,187.12955136362442,54820.0,218.0
63416,800,56553.5355645295,138,232.4848854242227,62616.0,218.0
71521,900,64755.9067228417,94,41.43118372642502,70621.0,218.0
79577,1000,72603.71052860504,87,130.47600798016398,78577.0,218.0
