steps,episode,total_return,episode_len,episode_return,raw_return,total_upright,best_episode
377,1,-25.30000000000009,377,-25.30000000000009,-25.30000000000009,0.0,0.0
763,2,-51.60000000000046,386,-26.300000000000104,-51.60000000000046,0.0,0.0
1764,3,-116.29999999999767,1001,-64.7000000000006,-116.29999999999767,0.0,0.0
2765,4,-180.69999999999402,1001,-64.40000000000062,-180.69999999999402,0.0,0.0
3435,5,-226.29999999999143,670,-45.60000000000038,-226.29999999999143,0.0,0.0
3635,6,-240.19999999999064,200,-13.899999999999967,-240.19999999999064,0.0,0.0
3853,7,-253.89999999998986,218,-13.699999999999967,-253.89999999998986,0.0,0.0
4444,8,-292.69999999999806,591,-38.80000000000028,-292.69999999999806,0.0,0.0
5112,9,-335.80000000000786,668,-43.10000000000034,-335.80000000000786,0.0,0.0
5623,10,-369.3000000000155,511,-33.500000000000206,-369.3000000000155,0.0,0.0
6415,12,-421.60000000002736,235,-16.699999999999967,-421.60000000002736,0.0,0.0
8417,14,-555.3000000000577,1001,-67.80000000000042,-555.3000000000577,0.0,0.0
10793,17,-713.9000000000938,963,-64.8000000000006,-713.9000000000938,0.0,0.0
12339,20,-816.6000000001171,700,-45.300000000000374,-816.6000000001171,0.0,0.0
15480,25,-1024.7000000001635,1001,-66.90000000000047,-1024.7000000001635,0.0,0.0
17621,30,-1167.6000000000336,609,-39.60000000000029,-1167.6000000000336,0.0,0.0
22770,40,-1512.1999999997201,366,-25.600000000000094,-1512.1999999997201,0.0,0.0
28276,50,-1877.299999999388,586,-40.3000000000003,-1877.299999999388,0.0,0.0
32470,60,-2157.899999999133,453,-29.60000000000015,-2157.899999999133,0.0,0.0
38609,70,-2560.9999999987663,1001,-64.8000000000006,-2560.9999999987663,0.0,0.0
43868,80,-2912.199999998447,892,-60.50000000000059,-2912.199999998447,0.0,0.0
50484,90,-3351.4999999980473,643,-43.200000000000344,-3351.4999999980473,0.0,0.0
56080,100,-3726.1999999977065,628,-42.20000000000033,-3726.1999999977065,0.0,0.0
66467,120,-4418.599999998543,547,-36.50000000000025,-4418.599999998543,0.0,0.0
76140,140,-5037.200000000867,252,-16.29999999999996,-5037.200000000867,20.0,0.0
91349,170,-6046.100000004537,1001,-68.1000000000004,-6046.100000004537,20.0,0.0
106723,200,-7066.6000000082495,304,-20.100000000000016,-7066.6000000082495,20.0,0.0
133785,250,-8873.700000014824,329,-20.700000000000024,-8873.700000014824,20.0,0.0
159806,300,-10614.200000021156,608,-43.900000000000354,-10614.200000021156,20.0,0.0
217863,400,-14464.000000035161,883,-60.200000000000585,-14464.000000035161,20.0,0.0
274980,500,-18256.300000014682,646,-43.00000000000034,-18256.300000014682,35.0,0.0
329415,600,-21872.69999996181,249,-16.699999999999967,-21872.69999996181,52.0,0.0
385770,700,-25655.799999906758,815,-55.10000000000051,-25655.799999906758,52.0,0.0
440483,800,-29292.599999853355,634,-41.00000000000031,-29292.599999853355,85.0,0.0
497599,900,-33094.59999979803,814,-53.800000000000495,-33094.59999979803,85.0,0.0
550438,1000,-36640.09999974644,267,-17.799999999999983,-36640.09999974644,85.0,0.0
